DBN,school_year,student_q20_mental_health,student_q20_mental_health_label,student_q22_felt_happy,student_q22_felt_happy_label
14K558,2021-22,90.0,90.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
14K561,2021-22,85.0,85.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
14K577,2021-22,79.0,79.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
14K582,2021-22,88.0,88.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
14K586,2021-22,84.0,84.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
14K610,2021-22,87.0,87.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
14K614,2021-22,82.0,82.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
14K685,2021-22,89.0,89.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
15K051,2021-22,74.0,74.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
15K088,2021-22,66.0,66.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
15K136,2021-22,85.0,85.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
15K423,2021-22,96.0,96.0% of students know where to get mental health support,96.0,96.0% of students felt happy at school
15K429,2021-22,88.0,88.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
15K442,2021-22,75.0,75.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
15K443,2021-22,81.0,81.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
15K447,2021-22,78.0,78.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
15K448,2021-22,87.0,87.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
15K462,2021-22,77.0,77.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
15K463,2021-22,84.0,84.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
15K464,2021-22,79.0,79.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
15K497,2021-22,71.0,71.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
15K519,2021-22,77.0,77.0% of students know where to get mental health support,56.0,56.0% of students felt happy at school
15K529,2021-22,92.0,92.0% of students know where to get mental health support,93.0,93.0% of students felt happy at school
15K592,2021-22,94.0,94.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
15K656,2021-22,73.0,73.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
15K667,2021-22,89.0,89.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
15K684,2021-22,81.0,81.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
15K698,2021-22,95.0,95.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
15K821,2021-22,82.0,82.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
15K839,2021-22,79.0,79.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
16K035,2021-22,95.0,95.0% of students know where to get mental health support,94.0,94.0% of students felt happy at school
16K057,2021-22,83.0,83.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
16K267,2021-22,88.0,88.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
16K308,2021-22,,Data not available,,Data not available
16K455,2021-22,88.0,88.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
16K498,2021-22,79.0,79.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
16K669,2021-22,,Data not available,,Data not available
16K681,2021-22,81.0,81.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
16K688,2021-22,90.0,90.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
16K765,2021-22,89.0,89.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
16K898,2021-22,91.0,91.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
17K002,2021-22,77.0,77.0% of students know where to get mental health support,63.0,63.0% of students felt happy at school
17K061,2021-22,88.0,88.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
17K122,2021-22,82.0,82.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
17K138,2021-22,,Data not available,,Data not available
17K181,2021-22,69.0,69.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
17K189,2021-22,75.0,75.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
17K246,2021-22,,Data not available,,Data not available
17K340,2021-22,78.0,78.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
17K352,2021-22,91.0,91.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
17K353,2021-22,91.0,91.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
17K354,2021-22,81.0,81.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
17K382,2021-22,82.0,82.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
17K394,2021-22,81.0,81.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
17K408,2021-22,83.0,83.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
17K484,2021-22,96.0,96.0% of students know where to get mental health support,99.0,99.0% of students felt happy at school
17K524,2021-22,92.0,92.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
17K528,2021-22,93.0,93.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
17K531,2021-22,74.0,74.0% of students know where to get mental health support,63.0,63.0% of students felt happy at school
17K537,2021-22,86.0,86.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
17K539,2021-22,90.0,90.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
17K543,2021-22,79.0,79.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
