DBN,school_year,chronic_absent_count,chronic_absent_rate,chronic_absent_rate_label
06M005,2019-20,199.0,33.33,33.3% of students chronically absent
06M008,2019-20,111.0,22.38,22.4% of students chronically absent
06M018,2019-20,60.0,16.76,16.8% of students chronically absent
06M028,2019-20,187.0,32.58,32.6% of students chronically absent
06M048,2019-20,116.0,24.17,24.2% of students chronically absent
06M052,2019-20,83.0,29.64,29.6% of students chronically absent
06M098,2019-20,176.0,39.73,39.7% of students chronically absent
06M103,2019-20,59.0,13.72,13.7% of students chronically absent
06M115,2019-20,167.0,35.01,35.0% of students chronically absent
06M128,2019-20,169.0,27.3,27.3% of students chronically absent
06M132,2019-20,39.0,17.89,17.9% of students chronically absent
06M143,2019-20,77.0,32.22,32.2% of students chronically absent
06M152,2019-20,155.0,26.54,26.5% of students chronically absent
06M153,2019-20,144.0,27.59,27.6% of students chronically absent
06M173,2019-20,154.0,28.47,28.5% of students chronically absent
06M178,2019-20,45.0,15.05,15.1% of students chronically absent
06M187,2019-20,126.0,15.71,15.7% of students chronically absent
06M189,2019-20,201.0,29.3,29.3% of students chronically absent
06M192,2019-20,116.0,31.69,31.7% of students chronically absent
06M209,2019-20,75.0,22.87,22.9% of students chronically absent
06M210,2019-20,113.0,25.62,25.6% of students chronically absent
06M211,2019-20,111.0,23.67,23.7% of students chronically absent
06M223,2019-20,29.0,9.93,9.9% of students chronically absent
06M278,2019-20,67.0,12.57,12.6% of students chronically absent
06M293,2019-20,87.0,13.92,13.9% of students chronically absent
06M311,2019-20,47.0,10.71,10.7% of students chronically absent
06M314,2019-20,30.0,9.84,9.8% of students chronically absent
06M319,2019-20,20.0,5.08,5.1% of students chronically absent
06M322,2019-20,71.0,20.4,20.4% of students chronically absent
06M324,2019-20,70.0,20.96,21.0% of students chronically absent
06M328,2019-20,59.0,33.33,33.3% of students chronically absent
06M346,2019-20,120.0,17.57,17.6% of students chronically absent
06M348,2019-20,244.0,26.78,26.8% of students chronically absent
06M349,2019-20,44.0,32.12,32.1% of students chronically absent
06M366,2019-20,121.0,20.65,20.6% of students chronically absent
06M368,2019-20,43.0,24.16,24.2% of students chronically absent
06M462,2019-20,208.0,51.61,51.6% of students chronically absent
06M463,2019-20,87.0,24.44,24.4% of students chronically absent
06M467,2019-20,271.0,57.42,57.4% of students chronically absent
06M468,2019-20,186.0,42.76,42.8% of students chronically absent
06M513,2019-20,30.0,15.31,15.3% of students chronically absent
06M528,2019-20,22.0,8.8,8.8% of students chronically absent
06M540,2019-20,618.0,42.36,42.4% of students chronically absent
06M552,2019-20,114.0,20.77,20.8% of students chronically absent
07X001,2019-20,243.0,36.82,36.8% of students chronically absent
07X005,2019-20,223.0,31.72,31.7% of students chronically absent
07X018,2019-20,212.0,36.36,36.4% of students chronically absent
07X025,2019-20,181.0,32.5,32.5% of students chronically absent
07X029,2019-20,339.0,39.06,39.1% of students chronically absent
07X030,2019-20,216.0,38.1,38.1% of students chronically absent
07X031,2019-20,203.0,28.19,28.2% of students chronically absent
07X043,2019-20,175.0,39.68,39.7% of students chronically absent
07X049,2019-20,165.0,24.26,24.3% of students chronically absent
07X065,2019-20,208.0,52.53,52.5% of students chronically absent
07X151,2019-20,78.0,37.68,37.7% of students chronically absent
07X154,2019-20,88.0,26.43,26.4% of students chronically absent
07X157,2019-20,280.0,44.73,44.7% of students chronically absent
07X161,2019-20,177.0,36.72,36.7% of students chronically absent
07X179,2019-20,139.0,41.99,42.0% of students chronically absent
07X221,2019-20,144.0,21.85,21.9% of students chronically absent
07X223,2019-20,193.0,27.69,27.7% of students chronically absent
07X224,2019-20,105.0,34.43,34.4% of students chronically absent
07X259,2019-20,235.0,42.65,42.6% of students chronically absent
07X277,2019-20,179.0,38.91,38.9% of students chronically absent
07X296,2019-20,72.0,32.14,32.1% of students chronically absent
07X298,2019-20,79.0,29.26,29.3% of students chronically absent
07X334,2019-20,125.0,30.19,30.2% of students chronically absent
07X343,2019-20,49.0,16.12,16.1% of students chronically absent
07X359,2019-20,70.0,20.23,20.2% of students chronically absent
07X369,2019-20,80.0,30.42,30.4% of students chronically absent
07X427,2019-20,185.0,54.9,54.9% of students chronically absent
07X473,2019-20,177.0,55.66,55.7% of students chronically absent
07X495,2019-20,90.0,15.23,15.2% of students chronically absent
07X500,2019-20,111.0,20.26,20.3% of students chronically absent
07X522,2019-20,178.0,45.76,45.8% of students chronically absent
07X527,2019-20,294.0,56.65,56.6% of students chronically absent
07X548,2019-20,299.0,56.42,56.4% of students chronically absent
07X551,2019-20,295.0,47.89,47.9% of students chronically absent
07X584,2019-20,103.0,39.31,39.3% of students chronically absent
07X600,2019-20,207.0,46.62,46.6% of students chronically absent
07X670,2019-20,324.0,64.93,64.9% of students chronically absent
08X014,2019-20,136.0,23.21,23.2% of students chronically absent
08X036,2019-20,179.0,22.77,22.8% of students chronically absent
08X048,2019-20,299.0,40.79,40.8% of students chronically absent
08X062,2019-20,237.0,35.8,35.8% of students chronically absent
08X069,2019-20,177.0,27.87,27.9% of students chronically absent
08X071,2019-20,356.0,23.34,23.3% of students chronically absent
08X072,2019-20,299.0,38.68,38.7% of students chronically absent
08X075,2019-20,190.0,30.02,30.0% of students chronically absent
08X093,2019-20,180.0,42.96,43.0% of students chronically absent
08X100,2019-20,243.0,41.68,41.7% of students chronically absent
08X101,2019-20,75.0,13.51,13.5% of students chronically absent
08X107,2019-20,259.0,42.32,42.3% of students chronically absent
08X119,2019-20,199.0,25.64,25.6% of students chronically absent
08X123,2019-20,154.0,30.2,30.2% of students chronically absent
08X130,2019-20,134.0,31.46,31.5% of students chronically absent
08X131,2019-20,174.0,36.86,36.9% of students chronically absent
08X138,2019-20,284.0,42.9,42.9% of students chronically absent
08X140,2019-20,240.0,39.6,39.6% of students chronically absent
08X146,2019-20,155.0,36.82,36.8% of students chronically absent
08X152,2019-20,203.0,24.7,24.7% of students chronically absent
08X182,2019-20,210.0,28.93,28.9% of students chronically absent
08X269,2019-20,187.0,29.59,29.6% of students chronically absent
08X282,2019-20,154.0,59.23,59.2% of students chronically absent
08X293,2019-20,243.0,52.48,52.5% of students chronically absent
08X301,2019-20,93.0,41.52,41.5% of students chronically absent
08X302,2019-20,154.0,29.9,29.9% of students chronically absent
08X304,2019-20,109.0,20.41,20.4% of students chronically absent
08X312,2019-20,211.0,48.06,48.1% of students chronically absent
08X320,2019-20,240.0,50.0,50.0% of students chronically absent
08X333,2019-20,239.0,38.8,38.8% of students chronically absent
08X337,2019-20,112.0,22.13,22.1% of students chronically absent
08X348,2019-20,211.0,50.6,50.6% of students chronically absent
08X349,2019-20,199.0,42.25,42.2% of students chronically absent
08X367,2019-20,231.0,37.08,37.1% of students chronically absent
08X371,2019-20,60.0,15.87,15.9% of students chronically absent
08X375,2019-20,86.0,38.57,38.6% of students chronically absent
08X376,2019-20,213.0,48.85,48.9% of students chronically absent
08X392,2019-20,138.0,29.61,29.6% of students chronically absent
08X405,2019-20,406.0,44.18,44.2% of students chronically absent
08X424,2019-20,89.0,28.25,28.2% of students chronically absent
08X432,2019-20,203.0,54.42,54.4% of students chronically absent
08X448,2019-20,106.0,26.77,26.8% of students chronically absent
08X452,2019-20,305.0,61.0,61.0% of students chronically absent
08X467,2019-20,151.0,40.59,40.6% of students chronically absent
08X530,2019-20,144.0,41.26,41.3% of students chronically absent
08X558,2019-20,233.0,43.31,43.3% of students chronically absent
08X559,2019-20,198.0,74.16,74.2% of students chronically absent
08X561,2019-20,197.0,48.76,48.8% of students chronically absent
08X562,2019-20,203.0,30.39,30.4% of students chronically absent
08X583,2019-20,111.0,38.68,38.7% of students chronically absent
09X004,2019-20,200.0,38.24,38.2% of students chronically absent
09X011,2019-20,248.0,41.33,41.3% of students chronically absent
09X022,2019-20,109.0,25.65,25.6% of students chronically absent
09X028,2019-20,253.0,33.73,33.7% of students chronically absent
09X035,2019-20,150.0,26.18,26.2% of students chronically absent
09X042,2019-20,90.0,21.58,21.6% of students chronically absent
09X053,2019-20,374.0,37.44,37.4% of students chronically absent
09X055,2019-20,243.0,36.71,36.7% of students chronically absent
09X058,2019-20,185.0,43.12,43.1% of students chronically absent
09X063,2019-20,223.0,38.45,38.5% of students chronically absent
09X070,2019-20,364.0,33.43,33.4% of students chronically absent
09X073,2019-20,295.0,47.81,47.8% of students chronically absent
09X088,2019-20,43.0,31.16,31.2% of students chronically absent
09X109,2019-20,256.0,41.97,42.0% of students chronically absent
09X110,2019-20,108.0,24.83,24.8% of students chronically absent
09X114,2019-20,257.0,34.92,34.9% of students chronically absent
09X117,2019-20,156.0,33.05,33.0% of students chronically absent
09X126,2019-20,231.0,37.38,37.4% of students chronically absent
09X128,2019-20,39.0,11.34,11.3% of students chronically absent
09X132,2019-20,165.0,39.66,39.7% of students chronically absent
09X163,2019-20,101.0,22.05,22.1% of students chronically absent
09X170,2019-20,80.0,35.09,35.1% of students chronically absent
09X199,2019-20,229.0,31.81,31.8% of students chronically absent
09X204,2019-20,129.0,19.63,19.6% of students chronically absent
09X215,2019-20,70.0,20.0,20.0% of students chronically absent
09X218,2019-20,252.0,23.91,23.9% of students chronically absent
09X219,2019-20,129.0,35.83,35.8% of students chronically absent
09X227,2019-20,153.0,41.13,41.1% of students chronically absent
09X229,2019-20,111.0,42.53,42.5% of students chronically absent
09X231,2019-20,133.0,25.53,25.5% of students chronically absent
09X232,2019-20,150.0,31.12,31.1% of students chronically absent
09X236,2019-20,66.0,20.06,20.1% of students chronically absent
09X241,2019-20,205.0,33.66,33.7% of students chronically absent
09X250,2019-20,160.0,38.65,38.6% of students chronically absent
09X252,2019-20,154.0,42.31,42.3% of students chronically absent
09X260,2019-20,118.0,25.6,25.6% of students chronically absent
09X263,2019-20,171.0,46.59,46.6% of students chronically absent
09X274,2019-20,356.0,51.9,51.9% of students chronically absent
09X294,2019-20,110.0,22.09,22.1% of students chronically absent
09X297,2019-20,179.0,41.44,41.4% of students chronically absent
09X303,2019-20,72.0,22.29,22.3% of students chronically absent
09X311,2019-20,112.0,28.0,28.0% of students chronically absent
09X313,2019-20,87.0,30.42,30.4% of students chronically absent
09X323,2019-20,138.0,33.58,33.6% of students chronically absent
09X324,2019-20,86.0,18.49,18.5% of students chronically absent
09X327,2019-20,239.0,32.92,32.9% of students chronically absent
09X328,2019-20,82.0,23.7,23.7% of students chronically absent
09X329,2019-20,133.0,44.48,44.5% of students chronically absent
09X339,2019-20,151.0,33.86,33.9% of students chronically absent
09X361,2019-20,71.0,18.54,18.5% of students chronically absent
09X365,2019-20,118.0,32.42,32.4% of students chronically absent
09X403,2019-20,158.0,40.2,40.2% of students chronically absent
09X404,2019-20,169.0,66.27,66.3% of students chronically absent
09X412,2019-20,141.0,42.73,42.7% of students chronically absent
09X413,2019-20,91.0,20.59,20.6% of students chronically absent
09X443,2019-20,177.0,31.89,31.9% of students chronically absent
09X449,2019-20,112.0,24.94,24.9% of students chronically absent
09X454,2019-20,80.0,18.6,18.6% of students chronically absent
09X457,2019-20,202.0,36.93,36.9% of students chronically absent
09X505,2019-20,174.0,23.17,23.2% of students chronically absent
09X517,2019-20,194.0,57.23,57.2% of students chronically absent
09X525,2019-20,296.0,59.2,59.2% of students chronically absent
09X543,2019-20,141.0,57.79,57.8% of students chronically absent
09X555,2019-20,65.0,14.91,14.9% of students chronically absent
09X564,2019-20,134.0,35.54,35.5% of students chronically absent
09X568,2019-20,117.0,21.59,21.6% of students chronically absent
09X593,2019-20,18.0,16.82,16.8% of students chronically absent
09X594,2019-20,91.0,34.21,34.2% of students chronically absent
10X003,2019-20,101.0,29.45,29.4% of students chronically absent
10X007,2019-20,68.0,10.83,10.8% of students chronically absent
10X008,2019-20,291.0,30.73,30.7% of students chronically absent
10X009,2019-20,297.0,34.3,34.3% of students chronically absent
10X015,2019-20,74.0,15.01,15.0% of students chronically absent
10X020,2019-20,272.0,28.94,28.9% of students chronically absent
10X023,2019-20,177.0,37.34,37.3% of students chronically absent
10X024,2019-20,106.0,12.44,12.4% of students chronically absent
10X032,2019-20,247.0,32.25,32.2% of students chronically absent
10X033,2019-20,275.0,30.97,31.0% of students chronically absent
10X037,2019-20,198.0,30.65,30.6% of students chronically absent
10X045,2019-20,203.0,27.07,27.1% of students chronically absent
10X046,2019-20,258.0,29.72,29.7% of students chronically absent
10X051,2019-20,63.0,29.58,29.6% of students chronically absent
10X054,2019-20,101.0,21.31,21.3% of students chronically absent
10X056,2019-20,190.0,26.95,26.9% of students chronically absent
10X059,2019-20,216.0,38.23,38.2% of students chronically absent
10X077,2019-20,166.0,31.26,31.3% of students chronically absent
10X080,2019-20,180.0,25.97,26.0% of students chronically absent
10X081,2019-20,149.0,18.91,18.9% of students chronically absent
10X085,2019-20,260.0,27.9,27.9% of students chronically absent
10X086,2019-20,460.0,27.22,27.2% of students chronically absent
10X091,2019-20,201.0,31.26,31.3% of students chronically absent
10X094,2019-20,419.0,34.83,34.8% of students chronically absent
10X095,2019-20,381.0,31.96,32.0% of students chronically absent
10X118,2019-20,291.0,26.8,26.8% of students chronically absent
10X141,2019-20,258.0,16.43,16.4% of students chronically absent
10X159,2019-20,62.0,31.0,31.0% of students chronically absent
10X205,2019-20,238.0,24.92,24.9% of students chronically absent
10X206,2019-20,74.0,26.33,26.3% of students chronically absent
10X207,2019-20,121.0,30.95,30.9% of students chronically absent
10X209,2019-20,62.0,21.53,21.5% of students chronically absent
10X213,2019-20,190.0,48.84,48.8% of students chronically absent
10X225,2019-20,207.0,38.55,38.5% of students chronically absent
