DBN,school_year,chronic_absent_count,chronic_absent_rate,chronic_absent_rate_label
11X532,2023-24,133.0,43.04,43.0% of students chronically absent
11X542,2023-24,120.0,26.55,26.6% of students chronically absent
11X544,2023-24,130.0,40.37,40.4% of students chronically absent
11X545,2023-24,58.0,28.16,28.2% of students chronically absent
11X556,2023-24,178.0,47.21,47.2% of students chronically absent
11X566,2023-24,118.0,33.15,33.1% of students chronically absent
11X567,2023-24,131.0,37.43,37.4% of students chronically absent
12X006,2023-24,226.0,48.29,48.3% of students chronically absent
12X044,2023-24,104.0,45.02,45.0% of students chronically absent
12X047,2023-24,290.0,31.8,31.8% of students chronically absent
12X057,2023-24,190.0,45.13,45.1% of students chronically absent
12X061,2023-24,65.0,29.41,29.4% of students chronically absent
12X066,2023-24,214.0,40.15,40.1% of students chronically absent
12X067,2023-24,102.0,29.65,29.6% of students chronically absent
12X098,2023-24,41.0,36.28,36.3% of students chronically absent
12X129,2023-24,94.0,35.47,35.5% of students chronically absent
12X134,2023-24,183.0,38.61,38.6% of students chronically absent
12X150,2023-24,261.0,45.71,45.7% of students chronically absent
12X190,2023-24,117.0,48.55,48.5% of students chronically absent
12X195,2023-24,234.0,28.82,28.8% of students chronically absent
12X196,2023-24,256.0,33.77,33.8% of students chronically absent
12X211,2023-24,47.0,24.48,24.5% of students chronically absent
12X214,2023-24,438.0,46.74,46.7% of students chronically absent
12X217,2023-24,87.0,47.03,47.0% of students chronically absent
12X242,2023-24,254.0,38.37,38.4% of students chronically absent
12X248,2023-24,110.0,57.59,57.6% of students chronically absent
12X251,2023-24,92.0,30.26,30.3% of students chronically absent
12X267,2023-24,231.0,46.57,46.6% of students chronically absent
12X271,2023-24,300.0,44.64,44.6% of students chronically absent
12X273,2023-24,86.0,42.16,42.2% of students chronically absent
12X286,2023-24,107.0,38.91,38.9% of students chronically absent
12X300,2023-24,222.0,51.87,51.9% of students chronically absent
12X314,2023-24,109.0,39.93,39.9% of students chronically absent
12X316,2023-24,88.0,32.96,33.0% of students chronically absent
12X318,2023-24,147.0,46.52,46.5% of students chronically absent
12X341,2023-24,89.0,41.01,41.0% of students chronically absent
12X383,2023-24,133.0,32.92,32.9% of students chronically absent
12X388,2023-24,170.0,43.93,43.9% of students chronically absent
12X458,2023-24,70.0,21.88,21.9% of students chronically absent
12X463,2023-24,138.0,40.83,40.8% of students chronically absent
12X478,2023-24,177.0,53.8,53.8% of students chronically absent
12X479,2023-24,109.0,61.58,61.6% of students chronically absent
12X511,2023-24,151.0,49.03,49.0% of students chronically absent
12X521,2023-24,143.0,33.73,33.7% of students chronically absent
12X531,2023-24,128.0,36.78,36.8% of students chronically absent
12X536,2023-24,78.0,24.68,24.7% of students chronically absent
12X550,2023-24,153.0,35.25,35.2% of students chronically absent
12X595,2023-24,141.0,49.13,49.1% of students chronically absent
12X626,2023-24,118.0,68.6,68.6% of students chronically absent
12X641,2023-24,14.0,11.38,11.4% of students chronically absent
12X682,2023-24,345.0,72.94,72.9% of students chronically absent
12X684,2023-24,165.0,60.0,60.0% of students chronically absent
12X691,2023-24,71.0,20.64,20.6% of students chronically absent
13K003,2023-24,122.0,56.74,56.7% of students chronically absent
13K008,2023-24,73.0,12.23,12.2% of students chronically absent
13K009,2023-24,39.0,4.84,4.8% of students chronically absent
13K011,2023-24,168.0,19.13,19.1% of students chronically absent
13K020,2023-24,223.0,32.55,32.5% of students chronically absent
13K044,2023-24,97.0,64.24,64.2% of students chronically absent
13K046,2023-24,248.0,74.25,74.2% of students chronically absent
13K054,2023-24,150.0,60.48,60.5% of students chronically absent
13K056,2023-24,96.0,35.04,35.0% of students chronically absent
13K067,2023-24,100.0,50.51,50.5% of students chronically absent
13K093,2023-24,141.0,64.38,64.4% of students chronically absent
13K113,2023-24,123.0,50.83,50.8% of students chronically absent
13K133,2023-24,201.0,31.7,31.7% of students chronically absent
13K256,2023-24,123.0,56.16,56.2% of students chronically absent
13K265,2023-24,123.0,63.4,63.4% of students chronically absent
13K266,2023-24,39.0,44.83,44.8% of students chronically absent
13K270,2023-24,87.0,61.27,61.3% of students chronically absent
13K282,2023-24,151.0,26.49,26.5% of students chronically absent
13K287,2023-24,86.0,61.43,61.4% of students chronically absent
13K301,2023-24,61.0,53.98,54.0% of students chronically absent
13K307,2023-24,179.0,55.08,55.1% of students chronically absent
13K313,2023-24,90.0,32.14,32.1% of students chronically absent
13K350,2023-24,95.0,70.37,70.4% of students chronically absent
13K351,2023-24,88.0,43.35,43.4% of students chronically absent
13K412,2023-24,161.0,37.62,37.6% of students chronically absent
13K419,2023-24,93.0,17.51,17.5% of students chronically absent
13K430,2023-24,823.0,14.21,14.2% of students chronically absent
13K439,2023-24,153.0,45.0,45.0% of students chronically absent
13K483,2023-24,283.0,61.39,61.4% of students chronically absent
13K492,2023-24,206.0,27.43,27.4% of students chronically absent
13K527,2023-24,205.0,48.93,48.9% of students chronically absent
13K594,2023-24,162.0,65.85,65.8% of students chronically absent
13K595,2023-24,91.0,24.66,24.7% of students chronically absent
13K605,2023-24,242.0,39.87,39.9% of students chronically absent
13K670,2023-24,453.0,52.37,52.4% of students chronically absent
13K674,2023-24,160.0,35.87,35.9% of students chronically absent
13K691,2023-24,117.0,50.65,50.6% of students chronically absent
13K869,2023-24,11.0,26.19,26.2% of students chronically absent
13K915,2023-24,89.0,33.71,33.7% of students chronically absent
13K963,2023-24,7.0,7.61,7.6% of students chronically absent
14K016,2023-24,135.0,63.38,63.4% of students chronically absent
14K017,2023-24,115.0,51.57,51.6% of students chronically absent
14K018,2023-24,78.0,43.33,43.3% of students chronically absent
14K023,2023-24,139.0,53.46,53.5% of students chronically absent
14K031,2023-24,77.0,12.66,12.7% of students chronically absent
14K034,2023-24,87.0,20.62,20.6% of students chronically absent
14K050,2023-24,147.0,36.93,36.9% of students chronically absent
14K059,2023-24,182.0,53.69,53.7% of students chronically absent
14K071,2023-24,289.0,54.32,54.3% of students chronically absent
14K084,2023-24,229.0,33.04,33.0% of students chronically absent
14K110,2023-24,118.0,23.89,23.9% of students chronically absent
14K120,2023-24,147.0,46.82,46.8% of students chronically absent
14K126,2023-24,72.0,40.45,40.5% of students chronically absent
14K132,2023-24,158.0,26.25,26.2% of students chronically absent
14K147,2023-24,140.0,61.4,61.4% of students chronically absent
14K157,2023-24,343.0,74.24,74.2% of students chronically absent
14K196,2023-24,167.0,54.93,54.9% of students chronically absent
14K250,2023-24,157.0,54.9,54.9% of students chronically absent
14K257,2023-24,306.0,57.84,57.8% of students chronically absent
14K297,2023-24,122.0,51.05,51.0% of students chronically absent
14K318,2023-24,332.0,32.36,32.4% of students chronically absent
14K319,2023-24,53.0,55.21,55.2% of students chronically absent
14K380,2023-24,204.0,48.11,48.1% of students chronically absent
14K414,2023-24,108.0,19.57,19.6% of students chronically absent
14K449,2023-24,157.0,21.36,21.4% of students chronically absent
14K454,2023-24,187.0,42.12,42.1% of students chronically absent
14K474,2023-24,155.0,33.77,33.8% of students chronically absent
14K477,2023-24,189.0,33.75,33.8% of students chronically absent
14K478,2023-24,224.0,37.02,37.0% of students chronically absent
14K488,2023-24,121.0,21.01,21.0% of students chronically absent
14K558,2023-24,168.0,27.36,27.4% of students chronically absent
14K561,2023-24,268.0,38.67,38.7% of students chronically absent
14K577,2023-24,136.0,31.48,31.5% of students chronically absent
14K582,2023-24,146.0,43.98,44.0% of students chronically absent
14K586,2023-24,267.0,64.49,64.5% of students chronically absent
14K610,2023-24,110.0,22.49,22.5% of students chronically absent
14K614,2023-24,144.0,51.25,51.2% of students chronically absent
14K685,2023-24,135.0,68.18,68.2% of students chronically absent
15K001,2023-24,269.0,34.44,34.4% of students chronically absent
15K010,2023-24,112.0,13.48,13.5% of students chronically absent
15K015,2023-24,236.0,53.15,53.1% of students chronically absent
15K024,2023-24,259.0,38.83,38.8% of students chronically absent
15K029,2023-24,58.0,8.2,8.2% of students chronically absent
15K032,2023-24,137.0,29.59,29.6% of students chronically absent
15K038,2023-24,161.0,28.35,28.4% of students chronically absent
15K039,2023-24,48.0,13.01,13.0% of students chronically absent
15K051,2023-24,196.0,19.74,19.7% of students chronically absent
15K058,2023-24,87.0,11.65,11.7% of students chronically absent
15K088,2023-24,268.0,27.86,27.9% of students chronically absent
15K094,2023-24,108.0,11.58,11.6% of students chronically absent
15K107,2023-24,62.0,11.85,11.8% of students chronically absent
15K118,2023-24,33.0,14.35,14.3% of students chronically absent
15K124,2023-24,212.0,54.5,54.5% of students chronically absent
15K130,2023-24,166.0,18.84,18.8% of students chronically absent
15K131,2023-24,110.0,19.47,19.5% of students chronically absent
15K136,2023-24,163.0,29.8,29.8% of students chronically absent
15K146,2023-24,169.0,25.8,25.8% of students chronically absent
15K154,2023-24,53.0,12.3,12.3% of students chronically absent
15K169,2023-24,190.0,20.34,20.3% of students chronically absent
15K172,2023-24,117.0,25.05,25.1% of students chronically absent
15K230,2023-24,278.0,28.22,28.2% of students chronically absent
15K261,2023-24,128.0,21.37,21.4% of students chronically absent
15K295,2023-24,85.0,34.41,34.4% of students chronically absent
15K321,2023-24,110.0,8.79,8.8% of students chronically absent
15K418,2023-24,59.0,20.92,20.9% of students chronically absent
15K429,2023-24,118.0,36.31,36.3% of students chronically absent
15K442,2023-24,50.0,14.45,14.4% of students chronically absent
15K443,2023-24,106.0,20.23,20.2% of students chronically absent
15K447,2023-24,69.0,13.02,13.0% of students chronically absent
15K448,2023-24,345.0,51.72,51.7% of students chronically absent
15K462,2023-24,243.0,48.8,48.8% of students chronically absent
15K463,2023-24,170.0,52.8,52.8% of students chronically absent
15K464,2023-24,285.0,55.02,55.0% of students chronically absent
15K497,2023-24,269.0,31.91,31.9% of students chronically absent
15K516,2023-24,122.0,33.52,33.5% of students chronically absent
15K519,2023-24,146.0,41.6,41.6% of students chronically absent
15K592,2023-24,72.0,53.73,53.7% of students chronically absent
15K656,2023-24,320.0,34.78,34.8% of students chronically absent
15K667,2023-24,592.0,42.08,42.1% of students chronically absent
15K676,2023-24,41.0,32.03,32.0% of students chronically absent
15K684,2023-24,132.0,19.38,19.4% of students chronically absent
15K767,2023-24,81.0,43.78,43.8% of students chronically absent
15K821,2023-24,165.0,34.66,34.7% of students chronically absent
15K839,2023-24,74.0,23.42,23.4% of students chronically absent
15K863,2023-24,158.0,38.82,38.8% of students chronically absent
15K896,2023-24,63.0,20.93,20.9% of students chronically absent
15K958,2023-24,52.0,41.6,41.6% of students chronically absent
16K005,2023-24,120.0,46.69,46.7% of students chronically absent
16K021,2023-24,226.0,46.69,46.7% of students chronically absent
16K025,2023-24,51.0,63.75,63.8% of students chronically absent
16K026,2023-24,115.0,48.52,48.5% of students chronically absent
16K035,2023-24,71.0,39.01,39.0% of students chronically absent
16K040,2023-24,145.0,28.83,28.8% of students chronically absent
16K057,2023-24,53.0,48.62,48.6% of students chronically absent
16K081,2023-24,167.0,60.51,60.5% of students chronically absent
16K243,2023-24,101.0,48.56,48.6% of students chronically absent
16K262,2023-24,66.0,39.52,39.5% of students chronically absent
16K267,2023-24,69.0,43.12,43.1% of students chronically absent
16K308,2023-24,128.0,51.61,51.6% of students chronically absent
16K309,2023-24,162.0,62.07,62.1% of students chronically absent
16K335,2023-24,112.0,64.0,64.0% of students chronically absent
16K455,2023-24,195.0,49.24,49.2% of students chronically absent
16K498,2023-24,291.0,53.69,53.7% of students chronically absent
16K627,2023-24,165.0,52.22,52.2% of students chronically absent
16K628,2023-24,80.0,23.19,23.2% of students chronically absent
16K681,2023-24,108.0,44.08,44.1% of students chronically absent
16K688,2023-24,151.0,62.92,62.9% of students chronically absent
16K765,2023-24,97.0,55.43,55.4% of students chronically absent
16K898,2023-24,79.0,38.16,38.2% of students chronically absent
17K002,2023-24,104.0,35.37,35.4% of students chronically absent
17K006,2023-24,331.0,51.56,51.6% of students chronically absent
17K012,2023-24,113.0,53.3,53.3% of students chronically absent
17K061,2023-24,197.0,55.65,55.6% of students chronically absent
17K091,2023-24,74.0,43.02,43.0% of students chronically absent
17K092,2023-24,142.0,44.79,44.8% of students chronically absent
17K122,2023-24,211.0,37.28,37.3% of students chronically absent
17K138,2023-24,211.0,49.3,49.3% of students chronically absent
17K161,2023-24,150.0,44.64,44.6% of students chronically absent
17K181,2023-24,225.0,36.17,36.2% of students chronically absent
17K189,2023-24,390.0,38.16,38.2% of students chronically absent
17K191,2023-24,102.0,54.84,54.8% of students chronically absent
17K221,2023-24,75.0,42.86,42.9% of students chronically absent
17K241,2023-24,146.0,36.96,37.0% of students chronically absent
17K246,2023-24,154.0,35.4,35.4% of students chronically absent
17K249,2023-24,145.0,19.97,20.0% of students chronically absent
17K289,2023-24,168.0,50.15,50.1% of students chronically absent
17K316,2023-24,185.0,31.14,31.1% of students chronically absent
17K340,2023-24,42.0,29.58,29.6% of students chronically absent
17K352,2023-24,51.0,31.48,31.5% of students chronically absent
17K353,2023-24,64.0,47.76,47.8% of students chronically absent
17K354,2023-24,98.0,39.84,39.8% of students chronically absent
17K375,2023-24,136.0,47.06,47.1% of students chronically absent
17K382,2023-24,58.0,11.84,11.8% of students chronically absent
17K394,2023-24,123.0,50.0,50.0% of students chronically absent
17K397,2023-24,70.0,37.43,37.4% of students chronically absent
17K398,2023-24,137.0,48.24,48.2% of students chronically absent
17K399,2023-24,81.0,45.51,45.5% of students chronically absent
17K408,2023-24,213.0,49.53,49.5% of students chronically absent
17K484,2023-24,35.0,29.66,29.7% of students chronically absent
17K524,2023-24,130.0,42.21,42.2% of students chronically absent
17K528,2023-24,112.0,46.28,46.3% of students chronically absent
17K531,2023-24,78.0,50.32,50.3% of students chronically absent
17K532,2023-24,165.0,34.88,34.9% of students chronically absent
17K537,2023-24,59.0,10.81,10.8% of students chronically absent
17K539,2023-24,130.0,47.97,48.0% of students chronically absent
17K543,2023-24,46.0,7.97,8.0% of students chronically absent
17K546,2023-24,156.0,37.68,37.7% of students chronically absent
17K547,2023-24,150.0,52.82,52.8% of students chronically absent
17K548,2023-24,97.0,42.54,42.5% of students chronically absent
17K590,2023-24,191.0,14.67,14.7% of students chronically absent
17K600,2023-24,303.0,22.3,22.3% of students chronically absent
17K705,2023-24,97.0,35.93,35.9% of students chronically absent
17K722,2023-24,87.0,33.72,33.7% of students chronically absent
17K745,2023-24,174.0,38.16,38.2% of students chronically absent
17K751,2023-24,114.0,55.61,55.6% of students chronically absent
17K770,2023-24,91.0,30.95,30.9% of students chronically absent
18K066,2023-24,219.0,38.29,38.3% of students chronically absent
18K068,2023-24,139.0,46.18,46.2% of students chronically absent
18K114,2023-24,206.0,46.29,46.3% of students chronically absent
18K115,2023-24,369.0,39.98,40.0% of students chronically absent
18K135,2023-24,120.0,33.06,33.1% of students chronically absent
18K208,2023-24,98.0,33.33,33.3% of students chronically absent
18K211,2023-24,88.0,35.92,35.9% of students chronically absent
18K219,2023-24,173.0,46.38,46.4% of students chronically absent
18K233,2023-24,142.0,40.57,40.6% of students chronically absent
18K235,2023-24,169.0,24.85,24.9% of students chronically absent
18K244,2023-24,133.0,36.64,36.6% of students chronically absent
18K268,2023-24,168.0,51.22,51.2% of students chronically absent
18K272,2023-24,217.0,49.43,49.4% of students chronically absent
18K276,2023-24,298.0,47.3,47.3% of students chronically absent
18K279,2023-24,125.0,40.45,40.5% of students chronically absent
18K285,2023-24,149.0,29.56,29.6% of students chronically absent
18K366,2023-24,91.0,34.47,34.5% of students chronically absent
18K563,2023-24,176.0,52.23,52.2% of students chronically absent
18K566,2023-24,125.0,46.64,46.6% of students chronically absent
18K567,2023-24,184.0,65.02,65.0% of students chronically absent
18K569,2023-24,102.0,56.67,56.7% of students chronically absent
18K576,2023-24,121.0,41.87,41.9% of students chronically absent
18K581,2023-24,123.0,52.79,52.8% of students chronically absent
18K588,2023-24,78.0,41.05,41.0% of students chronically absent
18K617,2023-24,167.0,43.6,43.6% of students chronically absent
18K629,2023-24,138.0,45.39,45.4% of students chronically absent
18K633,2023-24,197.0,45.6,45.6% of students chronically absent
18K637,2023-24,104.0,21.14,21.1% of students chronically absent
18K642,2023-24,123.0,58.85,58.9% of students chronically absent
18K763,2023-24,72.0,18.14,18.1% of students chronically absent
18K961,2023-24,33.0,13.64,13.6% of students chronically absent
19K007,2023-24,232.0,33.53,33.5% of students chronically absent
19K013,2023-24,106.0,26.37,26.4% of students chronically absent
19K065,2023-24,177.0,31.49,31.5% of students chronically absent
19K089,2023-24,130.0,25.9,25.9% of students chronically absent
19K108,2023-24,227.0,30.76,30.8% of students chronically absent
19K149,2023-24,193.0,34.16,34.2% of students chronically absent
19K158,2023-24,186.0,44.39,44.4% of students chronically absent
19K159,2023-24,224.0,31.95,31.9% of students chronically absent
19K171,2023-24,131.0,44.26,44.3% of students chronically absent
19K190,2023-24,65.0,52.42,52.4% of students chronically absent
19K202,2023-24,191.0,65.41,65.4% of students chronically absent
19K213,2023-24,93.0,41.33,41.3% of students chronically absent
19K214,2023-24,355.0,44.49,44.5% of students chronically absent
19K218,2023-24,174.0,48.2,48.2% of students chronically absent
19K224,2023-24,175.0,55.56,55.6% of students chronically absent
19K273,2023-24,171.0,52.94,52.9% of students chronically absent
19K290,2023-24,187.0,40.04,40.0% of students chronically absent
19K292,2023-24,176.0,48.09,48.1% of students chronically absent
19K306,2023-24,161.0,50.63,50.6% of students chronically absent
19K325,2023-24,101.0,50.0,50.0% of students chronically absent
19K328,2023-24,131.0,39.82,39.8% of students chronically absent
19K345,2023-24,297.0,49.83,49.8% of students chronically absent
19K346,2023-24,180.0,41.19,41.2% of students chronically absent
19K364,2023-24,59.0,42.75,42.8% of students chronically absent
19K404,2023-24,272.0,56.67,56.7% of students chronically absent
19K409,2023-24,290.0,45.03,45.0% of students chronically absent
19K422,2023-24,236.0,59.0,59.0% of students chronically absent
19K452,2023-24,66.0,30.99,31.0% of students chronically absent
19K502,2023-24,89.0,36.48,36.5% of students chronically absent
19K504,2023-24,150.0,64.38,64.4% of students chronically absent
19K507,2023-24,106.0,26.7,26.7% of students chronically absent
19K510,2023-24,123.0,60.59,60.6% of students chronically absent
19K557,2023-24,191.0,50.4,50.4% of students chronically absent
19K583,2023-24,158.0,41.58,41.6% of students chronically absent
19K615,2023-24,402.0,45.89,45.9% of students chronically absent
19K618,2023-24,187.0,45.06,45.1% of students chronically absent
19K639,2023-24,200.0,45.45,45.5% of students chronically absent
19K654,2023-24,114.0,54.03,54.0% of students chronically absent
19K659,2023-24,181.0,41.8,41.8% of students chronically absent
19K660,2023-24,350.0,66.79,66.8% of students chronically absent
19K661,2023-24,167.0,33.81,33.8% of students chronically absent
19K662,2023-24,161.0,33.2,33.2% of students chronically absent
19K663,2023-24,52.0,37.14,37.1% of students chronically absent
19K677,2023-24,209.0,50.61,50.6% of students chronically absent
19K678,2023-24,63.0,25.1,25.1% of students chronically absent
19K683,2023-24,246.0,67.4,67.4% of students chronically absent
19K760,2023-24,67.0,26.38,26.4% of students chronically absent
19K764,2023-24,184.0,45.43,45.4% of students chronically absent
19K907,2023-24,108.0,51.92,51.9% of students chronically absent
19K935,2023-24,93.0,31.63,31.6% of students chronically absent
19K938,2023-24,87.0,42.03,42.0% of students chronically absent
19K953,2023-24,132.0,72.13,72.1% of students chronically absent
20K030,2023-24,276.0,29.42,29.4% of students chronically absent
20K048,2023-24,134.0,25.33,25.3% of students chronically absent
20K062,2023-24,330.0,34.81,34.8% of students chronically absent
20K069,2023-24,39.0,6.62,6.6% of students chronically absent
20K102,2023-24,207.0,18.5,18.5% of students chronically absent
20K104,2023-24,259.0,22.23,22.2% of students chronically absent
20K105,2023-24,55.0,4.6,4.6% of students chronically absent
20K112,2023-24,176.0,22.28,22.3% of students chronically absent
20K127,2023-24,95.0,14.66,14.7% of students chronically absent
20K160,2023-24,73.0,7.26,7.3% of students chronically absent
20K163,2023-24,157.0,23.97,24.0% of students chronically absent
20K164,2023-24,85.0,16.04,16.0% of students chronically absent
20K170,2023-24,117.0,13.06,13.1% of students chronically absent
20K176,2023-24,146.0,12.4,12.4% of students chronically absent
20K179,2023-24,213.0,29.1,29.1% of students chronically absent
20K180,2023-24,145.0,16.08,16.1% of students chronically absent
20K185,2023-24,111.0,18.62,18.6% of students chronically absent
20K186,2023-24,169.0,15.88,15.9% of students chronically absent
20K187,2023-24,45.0,4.83,4.8% of students chronically absent
20K192,2023-24,172.0,28.76,28.8% of students chronically absent
20K200,2023-24,415.0,31.51,31.5% of students chronically absent
20K201,2023-24,248.0,15.06,15.1% of students chronically absent
20K204,2023-24,199.0,18.79,18.8% of students chronically absent
20K205,2023-24,233.0,19.83,19.8% of students chronically absent
20K220,2023-24,197.0,14.49,14.5% of students chronically absent
20K223,2023-24,195.0,26.57,26.6% of students chronically absent
20K227,2023-24,293.0,20.01,20.0% of students chronically absent
20K229,2023-24,182.0,15.46,15.5% of students chronically absent
20K247,2023-24,155.0,20.18,20.2% of students chronically absent
20K259,2023-24,282.0,15.68,15.7% of students chronically absent
20K264,2023-24,103.0,24.07,24.1% of students chronically absent
20K310,2023-24,30.0,5.31,5.3% of students chronically absent
20K445,2023-24,1060.0,32.13,32.1% of students chronically absent
20K485,2023-24,352.0,27.24,27.2% of students chronically absent
20K490,2023-24,1441.0,34.42,34.4% of students chronically absent
20K503,2023-24,169.0,26.24,26.2% of students chronically absent
20K505,2023-24,1253.0,35.19,35.2% of students chronically absent
20K506,2023-24,101.0,25.06,25.1% of students chronically absent
20K609,2023-24,206.0,38.08,38.1% of students chronically absent
20K682,2023-24,80.0,20.78,20.8% of students chronically absent
20K686,2023-24,64.0,12.75,12.8% of students chronically absent
20K748,2023-24,80.0,17.74,17.7% of students chronically absent
20K768,2023-24,882.0,62.11,62.1% of students chronically absent
20K936,2023-24,61.0,13.17,13.2% of students chronically absent
20K939,2023-24,35.0,15.62,15.6% of students chronically absent
20K971,2023-24,49.0,23.9,23.9% of students chronically absent
21K090,2023-24,302.0,57.09,57.1% of students chronically absent
21K095,2023-24,251.0,25.53,25.5% of students chronically absent
21K096,2023-24,278.0,29.36,29.4% of students chronically absent
21K097,2023-24,210.0,22.04,22.0% of students chronically absent
21K098,2023-24,368.0,25.64,25.6% of students chronically absent
21K099,2023-24,344.0,38.05,38.0% of students chronically absent
21K100,2023-24,177.0,27.66,27.7% of students chronically absent
21K101,2023-24,219.0,18.86,18.9% of students chronically absent
21K121,2023-24,83.0,24.27,24.3% of students chronically absent
21K128,2023-24,123.0,24.45,24.4% of students chronically absent
21K153,2023-24,216.0,36.24,36.2% of students chronically absent
21K177,2023-24,260.0,26.78,26.8% of students chronically absent
21K188,2023-24,183.0,63.32,63.3% of students chronically absent
21K199,2023-24,223.0,38.51,38.5% of students chronically absent
21K209,2023-24,241.0,31.34,31.3% of students chronically absent
21K212,2023-24,239.0,38.18,38.2% of students chronically absent
21K215,2023-24,263.0,34.51,34.5% of students chronically absent
21K216,2023-24,272.0,33.83,33.8% of students chronically absent
21K225,2023-24,553.0,49.11,49.1% of students chronically absent
21K226,2023-24,261.0,27.39,27.4% of students chronically absent
21K228,2023-24,454.0,28.52,28.5% of students chronically absent
21K238,2023-24,293.0,47.18,47.2% of students chronically absent
21K239,2023-24,218.0,17.93,17.9% of students chronically absent
21K253,2023-24,327.0,33.92,33.9% of students chronically absent
21K281,2023-24,291.0,22.1,22.1% of students chronically absent
21K288,2023-24,424.0,69.85,69.8% of students chronically absent
21K303,2023-24,129.0,30.57,30.6% of students chronically absent
21K329,2023-24,232.0,61.21,61.2% of students chronically absent
21K337,2023-24,148.0,40.88,40.9% of students chronically absent
21K344,2023-24,259.0,41.77,41.8% of students chronically absent
21K348,2023-24,214.0,54.04,54.0% of students chronically absent
21K410,2023-24,1190.0,52.31,52.3% of students chronically absent
21K468,2023-24,356.0,48.63,48.6% of students chronically absent
21K525,2023-24,1294.0,35.31,35.3% of students chronically absent
21K540,2023-24,706.0,30.38,30.4% of students chronically absent
21K559,2023-24,82.0,34.02,34.0% of students chronically absent
21K572,2023-24,173.0,45.05,45.0% of students chronically absent
21K620,2023-24,385.0,55.16,55.2% of students chronically absent
21K690,2023-24,200.0,21.72,21.7% of students chronically absent
21K840,2023-24,223.0,67.78,67.8% of students chronically absent
22K014,2023-24,262.0,47.99,48.0% of students chronically absent
22K052,2023-24,347.0,43.21,43.2% of students chronically absent
22K078,2023-24,186.0,28.93,28.9% of students chronically absent
22K109,2023-24,296.0,47.21,47.2% of students chronically absent
22K119,2023-24,179.0,39.43,39.4% of students chronically absent
22K134,2023-24,125.0,22.85,22.9% of students chronically absent
22K139,2023-24,219.0,28.7,28.7% of students chronically absent
22K152,2023-24,248.0,41.26,41.3% of students chronically absent
22K193,2023-24,182.0,32.27,32.3% of students chronically absent
22K194,2023-24,287.0,49.48,49.5% of students chronically absent
22K195,2023-24,115.0,29.34,29.3% of students chronically absent
22K197,2023-24,392.0,34.45,34.5% of students chronically absent
22K198,2023-24,162.0,45.25,45.2% of students chronically absent
22K203,2023-24,251.0,42.18,42.2% of students chronically absent
22K206,2023-24,425.0,26.35,26.4% of students chronically absent
22K207,2023-24,253.0,26.55,26.6% of students chronically absent
22K217,2023-24,385.0,38.54,38.5% of students chronically absent
22K222,2023-24,163.0,22.09,22.1% of students chronically absent
22K234,2023-24,428.0,29.76,29.8% of students chronically absent
22K236,2023-24,177.0,29.11,29.1% of students chronically absent
22K240,2023-24,209.0,41.55,41.5% of students chronically absent
22K245,2023-24,62.0,25.51,25.5% of students chronically absent
22K251,2023-24,208.0,54.74,54.7% of students chronically absent
22K254,2023-24,240.0,31.66,31.7% of students chronically absent
22K255,2023-24,277.0,32.94,32.9% of students chronically absent
22K277,2023-24,53.0,17.49,17.5% of students chronically absent
22K278,2023-24,373.0,36.07,36.1% of students chronically absent
22K312,2023-24,248.0,35.18,35.2% of students chronically absent
22K315,2023-24,254.0,41.1,41.1% of students chronically absent
22K326,2023-24,75.0,38.66,38.7% of students chronically absent
22K361,2023-24,182.0,40.35,40.4% of students chronically absent
22K381,2023-24,125.0,36.55,36.5% of students chronically absent
22K405,2023-24,989.0,25.27,25.3% of students chronically absent
22K425,2023-24,1219.0,31.1,31.1% of students chronically absent
22K535,2023-24,309.0,30.69,30.7% of students chronically absent
22K555,2023-24,68.0,11.02,11.0% of students chronically absent
22K611,2023-24,304.0,58.91,58.9% of students chronically absent
22K853,2023-24,255.0,64.72,64.7% of students chronically absent
22K889,2023-24,92.0,21.96,22.0% of students chronically absent
22K890,2023-24,50.0,15.77,15.8% of students chronically absent
23K041,2023-24,85.0,51.52,51.5% of students chronically absent
23K137,2023-24,81.0,49.39,49.4% of students chronically absent
23K150,2023-24,71.0,54.62,54.6% of students chronically absent
23K155,2023-24,238.0,53.97,54.0% of students chronically absent
23K156,2023-24,214.0,42.04,42.0% of students chronically absent
23K165,2023-24,134.0,58.26,58.3% of students chronically absent
23K178,2023-24,223.0,58.99,59.0% of students chronically absent
23K184,2023-24,307.0,60.91,60.9% of students chronically absent
23K284,2023-24,109.0,45.99,46.0% of students chronically absent
23K298,2023-24,173.0,41.59,41.6% of students chronically absent
23K323,2023-24,321.0,59.01,59.0% of students chronically absent
23K327,2023-24,149.0,51.03,51.0% of students chronically absent
23K363,2023-24,124.0,39.74,39.7% of students chronically absent
23K392,2023-24,77.0,24.6,24.6% of students chronically absent
23K401,2023-24,186.0,49.6,49.6% of students chronically absent
23K446,2023-24,143.0,39.94,39.9% of students chronically absent
23K493,2023-24,302.0,56.45,56.5% of students chronically absent
23K514,2023-24,147.0,48.84,48.8% of students chronically absent
23K518,2023-24,38.0,33.63,33.6% of students chronically absent
23K522,2023-24,45.0,36.29,36.3% of students chronically absent
23K599,2023-24,143.0,34.05,34.0% of students chronically absent
23K644,2023-24,214.0,31.99,32.0% of students chronically absent
23K664,2023-24,43.0,23.37,23.4% of students chronically absent
