DBN,cohort_year,school_year,cohort_size,graduation_rate,graduation_rate_label
27Q323,2012,2015-16,112.0,100.0,100.0% 4-year graduation rate
27Q324,2012,2015-16,95.0,62.11,62.1% 4-year graduation rate
27Q351,2012,2015-16,101.0,64.36,64.4% 4-year graduation rate
27Q400,2012,2015-16,125.0,39.2,39.2% 4-year graduation rate
27Q475,2012,2015-16,563.0,64.12,64.1% 4-year graduation rate
27Q480,2012,2015-16,725.0,64.28,64.3% 4-year graduation rate
27Q650,2012,2015-16,236.0,95.76,95.8% 4-year graduation rate
28Q167,2012,2015-16,114.0,100.0,100.0% 4-year graduation rate
28Q284,2012,2015-16,80.0,97.5,97.5% 4-year graduation rate
28Q310,2012,2015-16,93.0,77.42,77.4% 4-year graduation rate
28Q325,2012,2015-16,121.0,80.17,80.2% 4-year graduation rate
28Q328,2012,2015-16,106.0,83.96,84.0% 4-year graduation rate
28Q338,2012,2015-16,94.0,5.32,5.3% 4-year graduation rate
28Q350,2012,2015-16,123.0,90.24,90.2% 4-year graduation rate
28Q440,2012,2015-16,942.0,88.64,88.6% 4-year graduation rate
28Q505,2012,2015-16,777.0,72.46,72.5% 4-year graduation rate
28Q620,2012,2015-16,512.0,92.77,92.8% 4-year graduation rate
28Q680,2012,2015-16,124.0,96.77,96.8% 4-year graduation rate
28Q686,2012,2015-16,292.0,90.75,90.8% 4-year graduation rate
28Q687,2012,2015-16,105.0,99.05,99.0% 4-year graduation rate
28Q690,2012,2015-16,122.0,81.15,81.2% 4-year graduation rate
28Q896,2012,2015-16,64.0,96.88,96.9% 4-year graduation rate
29Q243,2012,2015-16,4.0,,Data suppressed
29Q248,2012,2015-16,116.0,72.41,72.4% 4-year graduation rate
29Q259,2012,2015-16,84.0,71.43,71.4% 4-year graduation rate
29Q265,2012,2015-16,134.0,77.61,77.6% 4-year graduation rate
29Q272,2012,2015-16,131.0,86.26,86.3% 4-year graduation rate
29Q283,2012,2015-16,93.0,81.72,81.7% 4-year graduation rate
29Q326,2012,2015-16,101.0,77.23,77.2% 4-year graduation rate
29Q492,2012,2015-16,112.0,69.64,69.6% 4-year graduation rate
29Q494,2012,2015-16,47.0,78.72,78.7% 4-year graduation rate
29Q496,2012,2015-16,40.0,67.5,67.5% 4-year graduation rate
29Q498,2012,2015-16,124.0,80.65,80.7% 4-year graduation rate
30Q286,2012,2015-16,76.0,96.05,96.0% 4-year graduation rate
30Q301,2012,2015-16,129.0,98.45,98.5% 4-year graduation rate
30Q445,2012,2015-16,643.0,68.9,68.9% 4-year graduation rate
30Q450,2012,2015-16,468.0,63.68,63.7% 4-year graduation rate
30Q501,2012,2015-16,172.0,97.09,97.1% 4-year graduation rate
30Q502,2012,2015-16,212.0,75.94,75.9% 4-year graduation rate
30Q555,2012,2015-16,246.0,74.8,74.8% 4-year graduation rate
30Q575,2012,2015-16,213.0,91.55,91.5% 4-year graduation rate
30Q580,2012,2015-16,78.0,100.0,100.0% 4-year graduation rate
31R047,2012,2015-16,126.0,100.0,100.0% 4-year graduation rate
31R064,2012,2015-16,113.0,90.27,90.3% 4-year graduation rate
31R080,2012,2015-16,109.0,90.83,90.8% 4-year graduation rate
31R440,2012,2015-16,648.0,81.02,81.0% 4-year graduation rate
31R445,2012,2015-16,397.0,58.94,58.9% 4-year graduation rate
31R450,2012,2015-16,549.0,74.5,74.5% 4-year graduation rate
31R455,2012,2015-16,974.0,88.5,88.5% 4-year graduation rate
31R460,2012,2015-16,929.0,85.58,85.6% 4-year graduation rate
31R470,2012,2015-16,98.0,21.43,21.4% 4-year graduation rate
31R600,2012,2015-16,146.0,70.55,70.5% 4-year graduation rate
31R605,2012,2015-16,310.0,99.68,99.7% 4-year graduation rate
32K168,2012,2015-16,58.0,81.03,81.0% 4-year graduation rate
32K403,2012,2015-16,80.0,73.75,73.8% 4-year graduation rate
32K545,2012,2015-16,121.0,74.38,74.4% 4-year graduation rate
32K549,2012,2015-16,99.0,71.72,71.7% 4-year graduation rate
32K552,2012,2015-16,75.0,70.67,70.7% 4-year graduation rate
32K554,2012,2015-16,37.0,100.0,100.0% 4-year graduation rate
32K556,2012,2015-16,70.0,75.71,75.7% 4-year graduation rate
32K564,2012,2015-16,84.0,21.43,21.4% 4-year graduation rate
01M292,2013,2016-17,36.0,69.44,69.4% 4-year graduation rate
01M448,2013,2016-17,78.0,89.74,89.7% 4-year graduation rate
01M450,2013,2016-17,89.0,91.01,91.0% 4-year graduation rate
01M458,2013,2016-17,94.0,15.96,16.0% 4-year graduation rate
01M509,2013,2016-17,59.0,72.88,72.9% 4-year graduation rate
01M515,2013,2016-17,232.0,36.64,36.6% 4-year graduation rate
01M539,2013,2016-17,183.0,97.27,97.3% 4-year graduation rate
01M650,2013,2016-17,110.0,27.27,27.3% 4-year graduation rate
01M696,2013,2016-17,113.0,99.12,99.1% 4-year graduation rate
02M047,2013,2016-17,35.0,91.43,91.4% 4-year graduation rate
02M135,2013,2016-17,91.0,74.73,74.7% 4-year graduation rate
02M139,2013,2016-17,75.0,82.67,82.7% 4-year graduation rate
02M282,2013,2016-17,1.0,,Data suppressed
02M288,2013,2016-17,86.0,91.86,91.9% 4-year graduation rate
02M294,2013,2016-17,80.0,82.5,82.5% 4-year graduation rate
02M296,2013,2016-17,85.0,70.59,70.6% 4-year graduation rate
02M298,2013,2016-17,92.0,85.87,85.9% 4-year graduation rate
02M300,2013,2016-17,92.0,58.7,58.7% 4-year graduation rate
02M303,2013,2016-17,83.0,75.9,75.9% 4-year graduation rate
02M305,2013,2016-17,67.0,83.58,83.6% 4-year graduation rate
02M308,2013,2016-17,77.0,80.52,80.5% 4-year graduation rate
02M313,2013,2016-17,114.0,36.84,36.8% 4-year graduation rate
02M316,2013,2016-17,52.0,75.0,75.0% 4-year graduation rate
02M374,2013,2016-17,128.0,81.25,81.2% 4-year graduation rate
02M376,2013,2016-17,105.0,98.1,98.1% 4-year graduation rate
02M392,2013,2016-17,104.0,85.58,85.6% 4-year graduation rate
02M393,2013,2016-17,96.0,83.33,83.3% 4-year graduation rate
02M394,2013,2016-17,97.0,47.42,47.4% 4-year graduation rate
02M399,2013,2016-17,100.0,81.0,81.0% 4-year graduation rate
02M400,2013,2016-17,296.0,80.74,80.7% 4-year graduation rate
02M407,2013,2016-17,60.0,86.67,86.7% 4-year graduation rate
02M408,2013,2016-17,97.0,92.78,92.8% 4-year graduation rate
02M411,2013,2016-17,111.0,100.0,100.0% 4-year graduation rate
02M412,2013,2016-17,153.0,97.39,97.4% 4-year graduation rate
02M413,2013,2016-17,100.0,99.0,99.0% 4-year graduation rate
02M414,2013,2016-17,117.0,100.0,100.0% 4-year graduation rate
02M416,2013,2016-17,147.0,99.32,99.3% 4-year graduation rate
02M418,2013,2016-17,142.0,99.3,99.3% 4-year graduation rate
02M419,2013,2016-17,75.0,65.33,65.3% 4-year graduation rate
02M420,2013,2016-17,373.0,94.1,94.1% 4-year graduation rate
02M422,2013,2016-17,78.0,84.62,84.6% 4-year graduation rate
02M425,2013,2016-17,153.0,71.9,71.9% 4-year graduation rate
02M427,2013,2016-17,66.0,51.52,51.5% 4-year graduation rate
02M432,2013,2016-17,64.0,79.69,79.7% 4-year graduation rate
02M437,2013,2016-17,121.0,65.29,65.3% 4-year graduation rate
02M438,2013,2016-17,83.0,65.06,65.1% 4-year graduation rate
02M439,2013,2016-17,89.0,98.88,98.9% 4-year graduation rate
02M449,2013,2016-17,105.0,74.29,74.3% 4-year graduation rate
02M459,2013,2016-17,72.0,73.61,73.6% 4-year graduation rate
02M475,2013,2016-17,835.0,98.56,98.6% 4-year graduation rate
02M489,2013,2016-17,166.0,90.36,90.4% 4-year graduation rate
02M500,2013,2016-17,73.0,76.71,76.7% 4-year graduation rate
02M507,2013,2016-17,110.0,88.18,88.2% 4-year graduation rate
02M519,2013,2016-17,126.0,96.83,96.8% 4-year graduation rate
02M520,2013,2016-17,147.0,55.1,55.1% 4-year graduation rate
02M529,2013,2016-17,154.0,64.29,64.3% 4-year graduation rate
02M531,2013,2016-17,54.0,94.44,94.4% 4-year graduation rate
02M533,2013,2016-17,91.0,86.81,86.8% 4-year graduation rate
02M534,2013,2016-17,96.0,87.5,87.5% 4-year graduation rate
02M542,2013,2016-17,123.0,84.55,84.5% 4-year graduation rate
02M543,2013,2016-17,71.0,92.96,93.0% 4-year graduation rate
02M544,2013,2016-17,118.0,20.34,20.3% 4-year graduation rate
02M545,2013,2016-17,97.0,100.0,100.0% 4-year graduation rate
02M546,2013,2016-17,108.0,85.19,85.2% 4-year graduation rate
02M550,2013,2016-17,95.0,32.63,32.6% 4-year graduation rate
02M551,2013,2016-17,84.0,78.57,78.6% 4-year graduation rate
02M560,2013,2016-17,278.0,37.05,37.0% 4-year graduation rate
02M565,2013,2016-17,41.0,48.78,48.8% 4-year graduation rate
02M570,2013,2016-17,102.0,14.71,14.7% 4-year graduation rate
02M575,2013,2016-17,245.0,13.88,13.9% 4-year graduation rate
02M580,2013,2016-17,116.0,68.1,68.1% 4-year graduation rate
02M586,2013,2016-17,29.0,20.69,20.7% 4-year graduation rate
02M600,2013,2016-17,386.0,93.26,93.3% 4-year graduation rate
02M605,2013,2016-17,53.0,73.58,73.6% 4-year graduation rate
02M615,2013,2016-17,99.0,74.75,74.8% 4-year graduation rate
02M630,2013,2016-17,326.0,84.97,85.0% 4-year graduation rate
02M655,2013,2016-17,126.0,60.32,60.3% 4-year graduation rate
03M299,2013,2016-17,106.0,67.92,67.9% 4-year graduation rate
03M307,2013,2016-17,96.0,77.08,77.1% 4-year graduation rate
03M402,2013,2016-17,87.0,82.76,82.8% 4-year graduation rate
03M403,2013,2016-17,105.0,76.19,76.2% 4-year graduation rate
03M404,2013,2016-17,87.0,12.64,12.6% 4-year graduation rate
03M415,2013,2016-17,80.0,76.25,76.2% 4-year graduation rate
03M417,2013,2016-17,87.0,96.55,96.5% 4-year graduation rate
03M479,2013,2016-17,283.0,100.0,100.0% 4-year graduation rate
03M485,2013,2016-17,643.0,97.82,97.8% 4-year graduation rate
03M492,2013,2016-17,109.0,73.39,73.4% 4-year graduation rate
03M494,2013,2016-17,131.0,74.81,74.8% 4-year graduation rate
03M541,2013,2016-17,122.0,100.0,100.0% 4-year graduation rate
03M610,2013,2016-17,82.0,100.0,100.0% 4-year graduation rate
03M859,2013,2016-17,51.0,98.04,98.0% 4-year graduation rate
03M860,2013,2016-17,76.0,73.68,73.7% 4-year graduation rate
04M372,2013,2016-17,80.0,72.5,72.5% 4-year graduation rate
04M409,2013,2016-17,56.0,69.64,69.6% 4-year graduation rate
04M435,2013,2016-17,403.0,96.03,96.0% 4-year graduation rate
04M495,2013,2016-17,112.0,96.43,96.4% 4-year graduation rate
04M505,2013,2016-17,185.0,19.46,19.5% 4-year graduation rate
04M555,2013,2016-17,112.0,97.32,97.3% 4-year graduation rate
04M680,2013,2016-17,66.0,72.73,72.7% 4-year graduation rate
05M157,2013,2016-17,64.0,75.0,75.0% 4-year graduation rate
05M285,2013,2016-17,95.0,7.37,7.4% 4-year graduation rate
05M304,2013,2016-17,94.0,68.09,68.1% 4-year graduation rate
05M362,2013,2016-17,92.0,100.0,100.0% 4-year graduation rate
05M367,2013,2016-17,38.0,42.11,42.1% 4-year graduation rate
05M369,2013,2016-17,70.0,74.29,74.3% 4-year graduation rate
05M499,2013,2016-17,273.0,82.42,82.4% 4-year graduation rate
05M670,2013,2016-17,101.0,82.18,82.2% 4-year graduation rate
05M692,2013,2016-17,106.0,99.06,99.1% 4-year graduation rate
06M293,2013,2016-17,79.0,97.47,97.5% 4-year graduation rate
06M346,2013,2016-17,81.0,79.01,79.0% 4-year graduation rate
06M348,2013,2016-17,97.0,77.32,77.3% 4-year graduation rate
06M423,2013,2016-17,57.0,36.84,36.8% 4-year graduation rate
06M462,2013,2016-17,101.0,54.46,54.5% 4-year graduation rate
06M463,2013,2016-17,106.0,46.23,46.2% 4-year graduation rate
06M467,2013,2016-17,127.0,74.02,74.0% 4-year graduation rate
06M468,2013,2016-17,106.0,62.26,62.3% 4-year graduation rate
06M540,2013,2016-17,331.0,72.81,72.8% 4-year graduation rate
06M552,2013,2016-17,132.0,68.94,68.9% 4-year graduation rate
07X221,2013,2016-17,78.0,96.15,96.2% 4-year graduation rate
07X223,2013,2016-17,90.0,92.22,92.2% 4-year graduation rate
07X259,2013,2016-17,109.0,71.56,71.6% 4-year graduation rate
07X334,2013,2016-17,108.0,62.96,63.0% 4-year graduation rate
07X379,2013,2016-17,98.0,13.27,13.3% 4-year graduation rate
07X381,2013,2016-17,79.0,10.13,10.1% 4-year graduation rate
07X427,2013,2016-17,72.0,58.33,58.3% 4-year graduation rate
07X473,2013,2016-17,97.0,52.58,52.6% 4-year graduation rate
07X495,2013,2016-17,121.0,98.35,98.3% 4-year graduation rate
07X500,2013,2016-17,86.0,83.72,83.7% 4-year graduation rate
07X520,2013,2016-17,4.0,,Data suppressed
07X522,2013,2016-17,134.0,55.22,55.2% 4-year graduation rate
07X527,2013,2016-17,124.0,73.39,73.4% 4-year graduation rate
07X547,2013,2016-17,87.0,50.57,50.6% 4-year graduation rate
07X548,2013,2016-17,134.0,73.13,73.1% 4-year graduation rate
07X551,2013,2016-17,73.0,84.93,84.9% 4-year graduation rate
07X557,2013,2016-17,102.0,16.67,16.7% 4-year graduation rate
07X600,2013,2016-17,79.0,79.75,79.8% 4-year graduation rate
07X670,2013,2016-17,142.0,49.3,49.3% 4-year graduation rate
08X269,2013,2016-17,75.0,64.0,64.0% 4-year graduation rate
08X282,2013,2016-17,67.0,71.64,71.6% 4-year graduation rate
08X293,2013,2016-17,90.0,70.0,70.0% 4-year graduation rate
08X305,2013,2016-17,74.0,58.11,58.1% 4-year graduation rate
08X312,2013,2016-17,110.0,72.73,72.7% 4-year graduation rate
08X320,2013,2016-17,113.0,69.91,69.9% 4-year graduation rate
08X332,2013,2016-17,31.0,54.84,54.8% 4-year graduation rate
08X348,2013,2016-17,69.0,66.67,66.7% 4-year graduation rate
08X349,2013,2016-17,91.0,73.63,73.6% 4-year graduation rate
08X367,2013,2016-17,95.0,63.16,63.2% 4-year graduation rate
08X376,2013,2016-17,55.0,61.82,61.8% 4-year graduation rate
08X377,2013,2016-17,77.0,19.48,19.5% 4-year graduation rate
08X405,2013,2016-17,243.0,59.26,59.3% 4-year graduation rate
08X432,2013,2016-17,73.0,58.9,58.9% 4-year graduation rate
08X452,2013,2016-17,63.0,68.25,68.2% 4-year graduation rate
08X519,2013,2016-17,80.0,38.75,38.8% 4-year graduation rate
08X530,2013,2016-17,52.0,50.0,50.0% 4-year graduation rate
08X537,2013,2016-17,60.0,10.0,10.0% 4-year graduation rate
08X558,2013,2016-17,150.0,74.67,74.7% 4-year graduation rate
08X559,2013,2016-17,73.0,54.79,54.8% 4-year graduation rate
08X561,2013,2016-17,105.0,48.57,48.6% 4-year graduation rate
09X227,2013,2016-17,93.0,68.82,68.8% 4-year graduation rate
09X231,2013,2016-17,73.0,73.97,74.0% 4-year graduation rate
09X241,2013,2016-17,95.0,86.32,86.3% 4-year graduation rate
09X250,2013,2016-17,105.0,88.57,88.6% 4-year graduation rate
09X252,2013,2016-17,103.0,80.58,80.6% 4-year graduation rate
09X260,2013,2016-17,112.0,92.86,92.9% 4-year graduation rate
09X263,2013,2016-17,97.0,63.92,63.9% 4-year graduation rate
09X276,2013,2016-17,47.0,36.17,36.2% 4-year graduation rate
09X297,2013,2016-17,99.0,74.75,74.8% 4-year graduation rate
09X324,2013,2016-17,79.0,81.01,81.0% 4-year graduation rate
09X327,2013,2016-17,112.0,83.93,83.9% 4-year graduation rate
09X329,2013,2016-17,78.0,67.95,68.0% 4-year graduation rate
09X350,2013,2016-17,4.0,,Data suppressed
09X365,2013,2016-17,76.0,96.05,96.0% 4-year graduation rate
09X403,2013,2016-17,81.0,80.25,80.2% 4-year graduation rate
09X404,2013,2016-17,95.0,57.89,57.9% 4-year graduation rate
09X412,2013,2016-17,54.0,68.52,68.5% 4-year graduation rate
09X413,2013,2016-17,66.0,90.91,90.9% 4-year graduation rate
09X505,2013,2016-17,119.0,84.03,84.0% 4-year graduation rate
09X517,2013,2016-17,104.0,74.04,74.0% 4-year graduation rate
09X525,2013,2016-17,145.0,55.17,55.2% 4-year graduation rate
09X543,2013,2016-17,76.0,67.11,67.1% 4-year graduation rate
09X564,2013,2016-17,95.0,62.11,62.1% 4-year graduation rate
10X141,2013,2016-17,157.0,92.36,92.4% 4-year graduation rate
10X213,2013,2016-17,80.0,77.5,77.5% 4-year graduation rate
10X225,2013,2016-17,70.0,74.29,74.3% 4-year graduation rate
10X237,2013,2016-17,127.0,57.48,57.5% 4-year graduation rate
10X243,2013,2016-17,63.0,87.3,87.3% 4-year graduation rate
10X264,2013,2016-17,96.0,79.17,79.2% 4-year graduation rate
10X268,2013,2016-17,100.0,57.0,57.0% 4-year graduation rate
10X284,2013,2016-17,101.0,77.23,77.2% 4-year graduation rate
10X319,2013,2016-17,134.0,8.21,8.2% 4-year graduation rate
10X342,2013,2016-17,95.0,76.84,76.8% 4-year graduation rate
10X351,2013,2016-17,105.0,51.43,51.4% 4-year graduation rate
10X353,2013,2016-17,70.0,85.71,85.7% 4-year graduation rate
10X368,2013,2016-17,118.0,85.59,85.6% 4-year graduation rate
10X374,2013,2016-17,99.0,90.91,90.9% 4-year graduation rate
10X397,2013,2016-17,104.0,22.12,22.1% 4-year graduation rate
10X433,2013,2016-17,112.0,82.14,82.1% 4-year graduation rate
10X434,2013,2016-17,98.0,91.84,91.8% 4-year graduation rate
10X437,2013,2016-17,101.0,93.07,93.1% 4-year graduation rate
10X438,2013,2016-17,66.0,72.73,72.7% 4-year graduation rate
10X439,2013,2016-17,102.0,85.29,85.3% 4-year graduation rate
10X440,2013,2016-17,357.0,50.7,50.7% 4-year graduation rate
10X442,2013,2016-17,84.0,95.24,95.2% 4-year graduation rate
10X445,2013,2016-17,727.0,99.86,99.9% 4-year graduation rate
10X477,2013,2016-17,104.0,90.38,90.4% 4-year graduation rate
10X524,2013,2016-17,105.0,62.86,62.9% 4-year graduation rate
10X546,2013,2016-17,81.0,62.96,63.0% 4-year graduation rate
10X549,2013,2016-17,107.0,73.83,73.8% 4-year graduation rate
10X565,2013,2016-17,91.0,62.64,62.6% 4-year graduation rate
10X696,2013,2016-17,75.0,98.67,98.7% 4-year graduation rate
11X249,2013,2016-17,55.0,94.55,94.5% 4-year graduation rate
11X253,2013,2016-17,99.0,67.68,67.7% 4-year graduation rate
11X265,2013,2016-17,93.0,60.22,60.2% 4-year graduation rate
11X270,2013,2016-17,96.0,64.58,64.6% 4-year graduation rate
11X275,2013,2016-17,114.0,61.4,61.4% 4-year graduation rate
11X288,2013,2016-17,158.0,89.24,89.2% 4-year graduation rate
11X290,2013,2016-17,104.0,81.73,81.7% 4-year graduation rate
11X299,2013,2016-17,126.0,80.95,81.0% 4-year graduation rate
11X418,2013,2016-17,112.0,66.07,66.1% 4-year graduation rate
11X455,2013,2016-17,509.0,76.23,76.2% 4-year graduation rate
11X508,2013,2016-17,91.0,78.02,78.0% 4-year graduation rate
11X509,2013,2016-17,78.0,71.79,71.8% 4-year graduation rate
11X513,2013,2016-17,82.0,86.59,86.6% 4-year graduation rate
11X514,2013,2016-17,104.0,63.46,63.5% 4-year graduation rate
11X542,2013,2016-17,113.0,91.15,91.2% 4-year graduation rate
11X544,2013,2016-17,133.0,75.19,75.2% 4-year graduation rate
11X545,2013,2016-17,88.0,69.32,69.3% 4-year graduation rate
12X242,2013,2016-17,83.0,89.16,89.2% 4-year graduation rate
12X248,2013,2016-17,91.0,50.55,50.5% 4-year graduation rate
12X251,2013,2016-17,79.0,67.09,67.1% 4-year graduation rate
12X267,2013,2016-17,71.0,95.77,95.8% 4-year graduation rate
12X271,2013,2016-17,97.0,78.35,78.3% 4-year graduation rate
12X278,2013,2016-17,8.0,0.0,0.0% 4-year graduation rate
12X321,2013,2016-17,2.0,,Data suppressed
12X372,2013,2016-17,94.0,72.34,72.3% 4-year graduation rate
12X388,2013,2016-17,78.0,78.21,78.2% 4-year graduation rate
12X446,2013,2016-17,83.0,16.87,16.9% 4-year graduation rate
12X478,2013,2016-17,68.0,95.59,95.6% 4-year graduation rate
12X479,2013,2016-17,86.0,43.02,43.0% 4-year graduation rate
12X480,2013,2016-17,65.0,9.23,9.2% 4-year graduation rate
12X511,2013,2016-17,88.0,64.77,64.8% 4-year graduation rate
12X521,2013,2016-17,111.0,63.06,63.1% 4-year graduation rate
12X550,2013,2016-17,78.0,38.46,38.5% 4-year graduation rate
12X682,2013,2016-17,109.0,67.89,67.9% 4-year graduation rate
12X684,2013,2016-17,107.0,53.27,53.3% 4-year graduation rate
12X692,2013,2016-17,80.0,62.5,62.5% 4-year graduation rate
13K265,2013,2016-17,66.0,69.7,69.7% 4-year graduation rate
13K350,2013,2016-17,49.0,77.55,77.5% 4-year graduation rate
13K412,2013,2016-17,89.0,78.65,78.7% 4-year graduation rate
13K419,2013,2016-17,116.0,83.62,83.6% 4-year graduation rate
13K430,2013,2016-17,1315.0,98.25,98.2% 4-year graduation rate
13K439,2013,2016-17,94.0,79.79,79.8% 4-year graduation rate
13K483,2013,2016-17,110.0,90.91,90.9% 4-year graduation rate
13K499,2013,2016-17,71.0,77.46,77.5% 4-year graduation rate
13K527,2013,2016-17,69.0,78.26,78.3% 4-year graduation rate
13K553,2013,2016-17,54.0,24.07,24.1% 4-year graduation rate
13K575,2013,2016-17,54.0,14.81,14.8% 4-year graduation rate
13K594,2013,2016-17,43.0,55.81,55.8% 4-year graduation rate
13K595,2013,2016-17,83.0,97.59,97.6% 4-year graduation rate
13K605,2013,2016-17,112.0,74.11,74.1% 4-year graduation rate
13K616,2013,2016-17,55.0,9.09,9.1% 4-year graduation rate
13K670,2013,2016-17,241.0,91.29,91.3% 4-year graduation rate
13K674,2013,2016-17,109.0,85.32,85.3% 4-year graduation rate
14K071,2013,2016-17,97.0,65.98,66.0% 4-year graduation rate
14K322,2013,2016-17,5.0,,Data suppressed
14K449,2013,2016-17,173.0,98.84,98.8% 4-year graduation rate
14K454,2013,2016-17,56.0,69.64,69.6% 4-year graduation rate
14K474,2013,2016-17,211.0,77.73,77.7% 4-year graduation rate
14K477,2013,2016-17,140.0,64.29,64.3% 4-year graduation rate
14K478,2013,2016-17,224.0,79.02,79.0% 4-year graduation rate
14K488,2013,2016-17,118.0,92.37,92.4% 4-year graduation rate
14K558,2013,2016-17,130.0,95.38,95.4% 4-year graduation rate
14K561,2013,2016-17,168.0,94.64,94.6% 4-year graduation rate
14K586,2013,2016-17,81.0,65.43,65.4% 4-year graduation rate
14K610,2013,2016-17,42.0,73.81,73.8% 4-year graduation rate
14K614,2013,2016-17,52.0,100.0,100.0% 4-year graduation rate
14K632,2013,2016-17,29.0,75.86,75.9% 4-year graduation rate
