DBN,school_year,math_number_tested,math_mean_scale_score,math_pct_proficient,math_pct_proficient_label
10X045,2024-25,414.0,433.5,21.01,21.0% Math proficiency (Levels 3+4)
10X046,2024-25,297.0,442.0,36.7,36.7% Math proficiency (Levels 3+4)
10X051,2024-25,41.0,439.5,34.15,34.1% Math proficiency (Levels 3+4)
10X054,2024-25,140.0,437.0,27.14,27.1% Math proficiency (Levels 3+4)
10X056,2024-25,302.0,448.9,46.36,46.4% Math proficiency (Levels 3+4)
10X059,2024-25,160.0,431.5,19.38,19.4% Math proficiency (Levels 3+4)
10X077,2024-25,192.0,439.9,35.42,35.4% Math proficiency (Levels 3+4)
10X080,2024-25,565.0,442.2,36.46,36.5% Math proficiency (Levels 3+4)
10X081,2024-25,257.0,475.1,89.11,89.1% Math proficiency (Levels 3+4)
10X085,2024-25,307.0,445.8,43.32,43.3% Math proficiency (Levels 3+4)
10X086,2024-25,569.0,453.6,52.37,52.4% Math proficiency (Levels 3+4)
10X091,2024-25,173.0,437.4,28.9,28.9% Math proficiency (Levels 3+4)
10X094,2024-25,407.0,432.4,21.87,21.9% Math proficiency (Levels 3+4)
10X095,2024-25,545.0,443.9,38.53,38.5% Math proficiency (Levels 3+4)
10X118,2024-25,395.0,440.4,31.39,31.4% Math proficiency (Levels 3+4)
10X141,2024-25,544.0,453.0,54.41,54.4% Math proficiency (Levels 3+4)
10X159,2024-25,70.0,445.4,40.0,40.0% Math proficiency (Levels 3+4)
10X205,2024-25,297.0,445.8,43.43,43.4% Math proficiency (Levels 3+4)
10X206,2024-25,208.0,447.6,39.9,39.9% Math proficiency (Levels 3+4)
10X207,2024-25,131.0,450.5,54.2,54.2% Math proficiency (Levels 3+4)
10X225,2024-25,51.0,,,Data suppressed
10X226,2024-25,132.0,452.2,57.58,57.6% Math proficiency (Levels 3+4)
10X228,2024-25,252.0,458.4,59.13,59.1% Math proficiency (Levels 3+4)
10X243,2024-25,192.0,427.8,8.33,8.3% Math proficiency (Levels 3+4)
10X244,2024-25,422.0,445.2,42.42,42.4% Math proficiency (Levels 3+4)
10X246,2024-25,236.0,443.4,38.14,38.1% Math proficiency (Levels 3+4)
10X254,2024-25,264.0,442.2,34.85,34.9% Math proficiency (Levels 3+4)
10X279,2024-25,487.0,454.6,55.65,55.6% Math proficiency (Levels 3+4)
10X280,2024-25,489.0,449.1,44.58,44.6% Math proficiency (Levels 3+4)
10X291,2024-25,175.0,452.6,54.86,54.9% Math proficiency (Levels 3+4)
10X306,2024-25,214.0,441.8,37.38,37.4% Math proficiency (Levels 3+4)
10X308,2024-25,247.0,450.6,49.39,49.4% Math proficiency (Levels 3+4)
10X310,2024-25,195.0,443.8,42.05,42.0% Math proficiency (Levels 3+4)
10X315,2024-25,146.0,442.8,35.62,35.6% Math proficiency (Levels 3+4)
10X331,2024-25,336.0,443.7,40.18,40.2% Math proficiency (Levels 3+4)
10X340,2024-25,273.0,444.5,40.66,40.7% Math proficiency (Levels 3+4)
10X342,2024-25,112.0,444.9,37.5,37.5% Math proficiency (Levels 3+4)
10X344,2024-25,129.0,469.2,75.97,76.0% Math proficiency (Levels 3+4)
10X360,2024-25,131.0,439.8,34.35,34.4% Math proficiency (Levels 3+4)
10X363,2024-25,722.0,437.9,28.67,28.7% Math proficiency (Levels 3+4)
10X368,2024-25,304.0,445.9,43.42,43.4% Math proficiency (Levels 3+4)
10X386,2024-25,263.0,444.3,42.59,42.6% Math proficiency (Levels 3+4)
10X390,2024-25,266.0,441.4,32.33,32.3% Math proficiency (Levels 3+4)
10X391,2024-25,327.0,441.6,31.5,31.5% Math proficiency (Levels 3+4)
10X396,2024-25,96.0,448.8,44.79,44.8% Math proficiency (Levels 3+4)
10X447,2024-25,417.0,443.9,40.05,40.0% Math proficiency (Levels 3+4)
11X016,2024-25,158.0,442.6,34.81,34.8% Math proficiency (Levels 3+4)
11X019,2024-25,426.0,459.7,63.62,63.6% Math proficiency (Levels 3+4)
11X021,2024-25,98.0,463.4,72.45,72.5% Math proficiency (Levels 3+4)
11X041,2024-25,325.0,440.4,34.15,34.1% Math proficiency (Levels 3+4)
11X068,2024-25,202.0,466.0,79.21,79.2% Math proficiency (Levels 3+4)
11X076,2024-25,194.0,451.7,54.12,54.1% Math proficiency (Levels 3+4)
11X078,2024-25,297.0,439.0,31.31,31.3% Math proficiency (Levels 3+4)
11X083,2024-25,845.0,456.7,59.88,59.9% Math proficiency (Levels 3+4)
11X087,2024-25,135.0,447.8,46.67,46.7% Math proficiency (Levels 3+4)
11X089,2024-25,632.0,452.6,51.9,51.9% Math proficiency (Levels 3+4)
11X096,2024-25,277.0,474.0,83.03,83.0% Math proficiency (Levels 3+4)
11X097,2024-25,222.0,449.6,47.75,47.8% Math proficiency (Levels 3+4)
11X103,2024-25,207.0,455.8,65.7,65.7% Math proficiency (Levels 3+4)
11X105,2024-25,181.0,447.7,47.51,47.5% Math proficiency (Levels 3+4)
11X106,2024-25,385.0,454.2,53.77,53.8% Math proficiency (Levels 3+4)
11X108,2024-25,279.0,473.2,83.51,83.5% Math proficiency (Levels 3+4)
11X111,2024-25,153.0,445.4,41.18,41.2% Math proficiency (Levels 3+4)
11X112,2024-25,144.0,445.7,40.97,41.0% Math proficiency (Levels 3+4)
11X121,2024-25,273.0,451.5,50.55,50.5% Math proficiency (Levels 3+4)
11X127,2024-25,706.0,447.5,41.5,41.5% Math proficiency (Levels 3+4)
11X144,2024-25,230.0,,,Data suppressed
11X153,2024-25,184.0,466.3,74.46,74.5% Math proficiency (Levels 3+4)
11X160,2024-25,127.0,455.7,54.33,54.3% Math proficiency (Levels 3+4)
11X169,2024-25,122.0,455.8,59.84,59.8% Math proficiency (Levels 3+4)
11X175,2024-25,156.0,460.7,67.31,67.3% Math proficiency (Levels 3+4)
11X178,2024-25,135.0,454.3,62.96,63.0% Math proficiency (Levels 3+4)
11X180,2024-25,458.0,442.7,36.9,36.9% Math proficiency (Levels 3+4)
11X181,2024-25,277.0,462.3,67.87,67.9% Math proficiency (Levels 3+4)
11X189,2024-25,104.0,440.0,32.69,32.7% Math proficiency (Levels 3+4)
11X194,2024-25,766.0,451.4,50.78,50.8% Math proficiency (Levels 3+4)
11X287,2024-25,292.0,435.4,24.32,24.3% Math proficiency (Levels 3+4)
11X326,2024-25,189.0,446.6,41.8,41.8% Math proficiency (Levels 3+4)
11X355,2024-25,126.0,437.4,26.98,27.0% Math proficiency (Levels 3+4)
11X357,2024-25,134.0,451.3,54.48,54.5% Math proficiency (Levels 3+4)
11X370,2024-25,238.0,433.6,22.27,22.3% Math proficiency (Levels 3+4)
11X462,2024-25,94.0,434.9,21.28,21.3% Math proficiency (Levels 3+4)
11X468,2024-25,151.0,,,Data suppressed
11X481,2024-25,100.0,467.7,78.0,78.0% Math proficiency (Levels 3+4)
11X483,2024-25,115.0,445.4,43.48,43.5% Math proficiency (Levels 3+4)
11X498,2024-25,421.0,458.1,61.05,61.0% Math proficiency (Levels 3+4)
11X529,2024-25,202.0,444.8,39.11,39.1% Math proficiency (Levels 3+4)
11X532,2024-25,247.0,439.7,30.36,30.4% Math proficiency (Levels 3+4)
11X556,2024-25,232.0,449.2,53.02,53.0% Math proficiency (Levels 3+4)
11X566,2024-25,195.0,,,Data suppressed
11X567,2024-25,134.0,450.3,47.76,47.8% Math proficiency (Levels 3+4)
12X006,2024-25,191.0,440.8,30.89,30.9% Math proficiency (Levels 3+4)
12X044,2024-25,68.0,460.2,69.12,69.1% Math proficiency (Levels 3+4)
12X047,2024-25,403.0,439.7,32.01,32.0% Math proficiency (Levels 3+4)
12X057,2024-25,169.0,434.1,24.85,24.9% Math proficiency (Levels 3+4)
12X061,2024-25,79.0,450.9,48.1,48.1% Math proficiency (Levels 3+4)
12X066,2024-25,163.0,474.1,85.89,85.9% Math proficiency (Levels 3+4)
12X067,2024-25,105.0,462.5,60.0,60.0% Math proficiency (Levels 3+4)
12X129,2024-25,237.0,446.9,43.46,43.5% Math proficiency (Levels 3+4)
12X134,2024-25,205.0,432.0,24.88,24.9% Math proficiency (Levels 3+4)
12X150,2024-25,227.0,446.9,44.05,44.0% Math proficiency (Levels 3+4)
12X190,2024-25,203.0,449.0,43.84,43.8% Math proficiency (Levels 3+4)
12X195,2024-25,363.0,442.2,33.61,33.6% Math proficiency (Levels 3+4)
12X196,2024-25,308.0,437.8,30.19,30.2% Math proficiency (Levels 3+4)
12X211,2024-25,72.0,460.4,65.28,65.3% Math proficiency (Levels 3+4)
12X214,2024-25,550.0,435.7,25.45,25.4% Math proficiency (Levels 3+4)
12X217,2024-25,139.0,447.5,43.88,43.9% Math proficiency (Levels 3+4)
12X242,2024-25,290.0,445.3,45.86,45.9% Math proficiency (Levels 3+4)
12X267,2024-25,108.0,437.3,25.0,25.0% Math proficiency (Levels 3+4)
12X271,2024-25,153.0,438.9,26.8,26.8% Math proficiency (Levels 3+4)
12X273,2024-25,152.0,436.8,25.66,25.7% Math proficiency (Levels 3+4)
12X286,2024-25,243.0,436.1,26.75,26.8% Math proficiency (Levels 3+4)
12X300,2024-25,192.0,434.9,23.96,24.0% Math proficiency (Levels 3+4)
12X314,2024-25,119.0,437.8,34.45,34.5% Math proficiency (Levels 3+4)
12X316,2024-25,248.0,442.9,34.68,34.7% Math proficiency (Levels 3+4)
12X318,2024-25,250.0,436.8,26.4,26.4% Math proficiency (Levels 3+4)
12X341,2024-25,195.0,440.6,33.33,33.3% Math proficiency (Levels 3+4)
12X383,2024-25,264.0,448.3,42.42,42.4% Math proficiency (Levels 3+4)
12X458,2024-25,105.0,458.8,67.62,67.6% Math proficiency (Levels 3+4)
12X463,2024-25,124.0,451.4,53.23,53.2% Math proficiency (Levels 3+4)
12X531,2024-25,130.0,440.2,33.85,33.9% Math proficiency (Levels 3+4)
12X536,2024-25,118.0,458.8,61.02,61.0% Math proficiency (Levels 3+4)
12X595,2024-25,117.0,448.7,44.44,44.4% Math proficiency (Levels 3+4)
12X691,2024-25,122.0,451.2,50.0,50.0% Math proficiency (Levels 3+4)
13K003,2024-25,72.0,446.8,41.67,41.7% Math proficiency (Levels 3+4)
13K008,2024-25,223.0,477.2,90.58,90.6% Math proficiency (Levels 3+4)
13K009,2024-25,248.0,456.4,57.26,57.3% Math proficiency (Levels 3+4)
13K011,2024-25,342.0,488.5,96.78,96.8% Math proficiency (Levels 3+4)
13K020,2024-25,247.0,464.2,68.83,68.8% Math proficiency (Levels 3+4)
13K044,2024-25,51.0,435.5,23.53,23.5% Math proficiency (Levels 3+4)
13K046,2024-25,72.0,443.9,37.5,37.5% Math proficiency (Levels 3+4)
13K054,2024-25,36.0,451.6,50.0,50.0% Math proficiency (Levels 3+4)
13K056,2024-25,90.0,455.1,55.56,55.6% Math proficiency (Levels 3+4)
13K067,2024-25,64.0,438.4,28.12,28.1% Math proficiency (Levels 3+4)
13K093,2024-25,69.0,429.9,14.49,14.5% Math proficiency (Levels 3+4)
13K113,2024-25,161.0,435.7,26.71,26.7% Math proficiency (Levels 3+4)
13K133,2024-25,234.0,463.1,66.67,66.7% Math proficiency (Levels 3+4)
13K256,2024-25,90.0,433.3,24.44,24.4% Math proficiency (Levels 3+4)
13K266,2024-25,70.0,438.8,30.0,30.0% Math proficiency (Levels 3+4)
13K270,2024-25,26.0,432.5,15.38,15.4% Math proficiency (Levels 3+4)
13K282,2024-25,190.0,459.2,64.21,64.2% Math proficiency (Levels 3+4)
13K287,2024-25,38.0,,,Data suppressed
13K301,2024-25,91.0,432.5,23.08,23.1% Math proficiency (Levels 3+4)
13K307,2024-25,103.0,433.0,25.24,25.2% Math proficiency (Levels 3+4)
13K313,2024-25,144.0,437.3,33.33,33.3% Math proficiency (Levels 3+4)
13K351,2024-25,146.0,436.4,21.23,21.2% Math proficiency (Levels 3+4)
13K492,2024-25,403.0,458.8,62.28,62.3% Math proficiency (Levels 3+4)
13K527,2024-25,60.0,443.7,40.0,40.0% Math proficiency (Levels 3+4)
13K691,2024-25,150.0,447.0,40.67,40.7% Math proficiency (Levels 3+4)
13K915,2024-25,213.0,464.6,74.18,74.2% Math proficiency (Levels 3+4)
14K016,2024-25,75.0,448.3,53.33,53.3% Math proficiency (Levels 3+4)
14K017,2024-25,82.0,459.3,62.2,62.2% Math proficiency (Levels 3+4)
14K018,2024-25,57.0,439.6,29.82,29.8% Math proficiency (Levels 3+4)
14K023,2024-25,81.0,447.5,41.98,42.0% Math proficiency (Levels 3+4)
14K031,2024-25,201.0,481.3,89.05,89.0% Math proficiency (Levels 3+4)
14K034,2024-25,148.0,478.7,87.84,87.8% Math proficiency (Levels 3+4)
14K050,2024-25,194.0,464.5,70.62,70.6% Math proficiency (Levels 3+4)
14K059,2024-25,129.0,442.7,34.11,34.1% Math proficiency (Levels 3+4)
14K071,2024-25,62.0,437.6,24.19,24.2% Math proficiency (Levels 3+4)
14K084,2024-25,289.0,453.8,49.83,49.8% Math proficiency (Levels 3+4)
14K110,2024-25,162.0,468.3,78.4,78.4% Math proficiency (Levels 3+4)
14K120,2024-25,126.0,447.6,48.41,48.4% Math proficiency (Levels 3+4)
14K126,2024-25,135.0,449.4,48.89,48.9% Math proficiency (Levels 3+4)
14K132,2024-25,234.0,468.7,78.63,78.6% Math proficiency (Levels 3+4)
14K147,2024-25,31.0,470.3,80.65,80.7% Math proficiency (Levels 3+4)
14K157,2024-25,129.0,,,Data suppressed
14K196,2024-25,114.0,444.2,37.72,37.7% Math proficiency (Levels 3+4)
14K250,2024-25,106.0,446.4,37.74,37.7% Math proficiency (Levels 3+4)
14K257,2024-25,195.0,464.6,72.82,72.8% Math proficiency (Levels 3+4)
14K297,2024-25,97.0,466.0,76.29,76.3% Math proficiency (Levels 3+4)
14K318,2024-25,563.0,460.5,65.54,65.5% Math proficiency (Levels 3+4)
14K380,2024-25,149.0,450.5,46.31,46.3% Math proficiency (Levels 3+4)
14K414,2024-25,217.0,466.7,70.51,70.5% Math proficiency (Levels 3+4)
14K577,2024-25,213.0,446.7,42.72,42.7% Math proficiency (Levels 3+4)
14K582,2024-25,200.0,454.8,58.0,58.0% Math proficiency (Levels 3+4)
14K586,2024-25,86.0,434.2,18.6,18.6% Math proficiency (Levels 3+4)
14K614,2024-25,59.0,436.6,22.03,22.0% Math proficiency (Levels 3+4)
15K001,2024-25,293.0,443.4,35.49,35.5% Math proficiency (Levels 3+4)
15K010,2024-25,366.0,471.0,81.97,82.0% Math proficiency (Levels 3+4)
15K015,2024-25,127.0,431.5,20.47,20.5% Math proficiency (Levels 3+4)
15K024,2024-25,233.0,440.7,32.19,32.2% Math proficiency (Levels 3+4)
15K029,2024-25,313.0,478.7,90.42,90.4% Math proficiency (Levels 3+4)
15K032,2024-25,161.0,468.9,72.67,72.7% Math proficiency (Levels 3+4)
15K038,2024-25,190.0,467.9,74.74,74.7% Math proficiency (Levels 3+4)
15K039,2024-25,157.0,486.6,94.27,94.3% Math proficiency (Levels 3+4)
15K051,2024-25,648.0,461.9,65.43,65.4% Math proficiency (Levels 3+4)
15K058,2024-25,321.0,472.3,85.98,86.0% Math proficiency (Levels 3+4)
15K088,2024-25,497.0,,,Data suppressed
15K094,2024-25,460.0,466.0,65.65,65.7% Math proficiency (Levels 3+4)
15K107,2024-25,228.0,480.1,90.79,90.8% Math proficiency (Levels 3+4)
15K118,2024-25,80.0,473.0,81.25,81.2% Math proficiency (Levels 3+4)
15K124,2024-25,110.0,432.4,25.45,25.4% Math proficiency (Levels 3+4)
15K130,2024-25,368.0,461.0,66.3,66.3% Math proficiency (Levels 3+4)
15K131,2024-25,254.0,456.8,58.66,58.7% Math proficiency (Levels 3+4)
15K136,2024-25,301.0,435.5,25.91,25.9% Math proficiency (Levels 3+4)
15K146,2024-25,40.0,441.0,27.5,27.5% Math proficiency (Levels 3+4)
15K154,2024-25,205.0,474.5,87.8,87.8% Math proficiency (Levels 3+4)
15K169,2024-25,344.0,462.0,67.44,67.4% Math proficiency (Levels 3+4)
15K172,2024-25,114.0,485.8,97.37,97.4% Math proficiency (Levels 3+4)
15K230,2024-25,398.0,460.7,65.58,65.6% Math proficiency (Levels 3+4)
15K261,2024-25,178.0,455.8,60.67,60.7% Math proficiency (Levels 3+4)
15K295,2024-25,84.0,455.4,58.33,58.3% Math proficiency (Levels 3+4)
15K321,2024-25,574.0,478.3,90.42,90.4% Math proficiency (Levels 3+4)
15K428,2024-25,50.0,443.1,34.0,34.0% Math proficiency (Levels 3+4)
15K442,2024-25,197.0,474.7,84.77,84.8% Math proficiency (Levels 3+4)
15K443,2024-25,322.0,477.6,83.23,83.2% Math proficiency (Levels 3+4)
15K447,2024-25,300.0,466.0,73.33,73.3% Math proficiency (Levels 3+4)
15K448,2024-25,61.0,445.3,39.34,39.3% Math proficiency (Levels 3+4)
15K464,2024-25,69.0,447.7,44.93,44.9% Math proficiency (Levels 3+4)
15K497,2024-25,215.0,456.1,55.81,55.8% Math proficiency (Levels 3+4)
15K516,2024-25,140.0,447.6,47.86,47.9% Math proficiency (Levels 3+4)
15K676,2024-25,132.0,457.6,56.82,56.8% Math proficiency (Levels 3+4)
15K821,2024-25,273.0,442.6,32.23,32.2% Math proficiency (Levels 3+4)
15K839,2024-25,190.0,449.1,45.79,45.8% Math proficiency (Levels 3+4)
15K896,2024-25,113.0,464.3,69.03,69.0% Math proficiency (Levels 3+4)
16K005,2024-25,40.0,477.2,82.5,82.5% Math proficiency (Levels 3+4)
16K021,2024-25,169.0,472.4,76.92,76.9% Math proficiency (Levels 3+4)
16K025,2024-25,33.0,439.8,30.3,30.3% Math proficiency (Levels 3+4)
16K026,2024-25,78.0,455.5,48.72,48.7% Math proficiency (Levels 3+4)
16K035,2024-25,157.0,454.3,58.6,58.6% Math proficiency (Levels 3+4)
16K040,2024-25,154.0,482.8,85.06,85.1% Math proficiency (Levels 3+4)
16K057,2024-25,76.0,436.6,30.26,30.3% Math proficiency (Levels 3+4)
16K081,2024-25,61.0,433.6,21.31,21.3% Math proficiency (Levels 3+4)
16K243,2024-25,78.0,433.5,28.21,28.2% Math proficiency (Levels 3+4)
16K262,2024-25,50.0,466.6,76.0,76.0% Math proficiency (Levels 3+4)
16K267,2024-25,75.0,471.6,85.33,85.3% Math proficiency (Levels 3+4)
16K308,2024-25,92.0,428.3,16.3,16.3% Math proficiency (Levels 3+4)
16K309,2024-25,40.0,444.1,45.0,45.0% Math proficiency (Levels 3+4)
16K335,2024-25,63.0,462.5,71.43,71.4% Math proficiency (Levels 3+4)
16K627,2024-25,77.0,442.7,36.36,36.4% Math proficiency (Levels 3+4)
16K628,2024-25,111.0,469.5,81.08,81.1% Math proficiency (Levels 3+4)
16K681,2024-25,143.0,449.2,47.55,47.5% Math proficiency (Levels 3+4)
16K898,2024-25,204.0,449.0,42.65,42.6% Math proficiency (Levels 3+4)
17K002,2024-25,248.0,443.7,37.9,37.9% Math proficiency (Levels 3+4)
17K006,2024-25,255.0,441.7,35.69,35.7% Math proficiency (Levels 3+4)
17K012,2024-25,67.0,441.5,32.84,32.8% Math proficiency (Levels 3+4)
17K061,2024-25,227.0,445.4,41.85,41.9% Math proficiency (Levels 3+4)
17K091,2024-25,59.0,459.0,55.93,55.9% Math proficiency (Levels 3+4)
17K092,2024-25,110.0,456.8,58.18,58.2% Math proficiency (Levels 3+4)
17K138,2024-25,202.0,460.4,65.84,65.8% Math proficiency (Levels 3+4)
17K161,2024-25,130.0,452.7,53.08,53.1% Math proficiency (Levels 3+4)
17K181,2024-25,322.0,447.5,45.34,45.3% Math proficiency (Levels 3+4)
17K189,2024-25,615.0,451.6,50.57,50.6% Math proficiency (Levels 3+4)
17K191,2024-25,52.0,440.2,36.54,36.5% Math proficiency (Levels 3+4)
17K221,2024-25,55.0,455.3,47.27,47.3% Math proficiency (Levels 3+4)
17K241,2024-25,132.0,469.5,71.21,71.2% Math proficiency (Levels 3+4)
17K246,2024-25,316.0,440.6,32.28,32.3% Math proficiency (Levels 3+4)
17K249,2024-25,311.0,479.2,90.68,90.7% Math proficiency (Levels 3+4)
17K289,2024-25,82.0,464.7,69.51,69.5% Math proficiency (Levels 3+4)
17K316,2024-25,237.0,467.9,75.11,75.1% Math proficiency (Levels 3+4)
17K340,2024-25,139.0,438.8,24.46,24.5% Math proficiency (Levels 3+4)
17K352,2024-25,122.0,459.3,67.21,67.2% Math proficiency (Levels 3+4)
17K353,2024-25,114.0,439.7,27.19,27.2% Math proficiency (Levels 3+4)
17K354,2024-25,197.0,464.6,67.01,67.0% Math proficiency (Levels 3+4)
17K375,2024-25,76.0,456.2,59.21,59.2% Math proficiency (Levels 3+4)
17K382,2024-25,116.0,446.0,48.28,48.3% Math proficiency (Levels 3+4)
17K394,2024-25,106.0,445.6,40.57,40.6% Math proficiency (Levels 3+4)
17K397,2024-25,71.0,467.2,71.83,71.8% Math proficiency (Levels 3+4)
17K398,2024-25,96.0,447.8,43.75,43.8% Math proficiency (Levels 3+4)
17K399,2024-25,64.0,438.0,28.12,28.1% Math proficiency (Levels 3+4)
17K484,2024-25,64.0,464.0,71.88,71.9% Math proficiency (Levels 3+4)
17K532,2024-25,149.0,452.9,55.7,55.7% Math proficiency (Levels 3+4)
17K543,2024-25,152.0,470.1,74.34,74.3% Math proficiency (Levels 3+4)
17K590,2024-25,119.0,467.1,75.63,75.6% Math proficiency (Levels 3+4)
17K705,2024-25,107.0,446.3,44.86,44.9% Math proficiency (Levels 3+4)
17K722,2024-25,232.0,440.5,31.47,31.5% Math proficiency (Levels 3+4)
17K770,2024-25,88.0,464.5,69.32,69.3% Math proficiency (Levels 3+4)
18K066,2024-25,305.0,455.0,60.33,60.3% Math proficiency (Levels 3+4)
18K068,2024-25,138.0,446.6,41.3,41.3% Math proficiency (Levels 3+4)
18K114,2024-25,155.0,465.6,73.55,73.5% Math proficiency (Levels 3+4)
18K115,2024-25,309.0,461.2,63.43,63.4% Math proficiency (Levels 3+4)
18K135,2024-25,127.0,456.3,56.69,56.7% Math proficiency (Levels 3+4)
18K208,2024-25,109.0,471.0,77.98,78.0% Math proficiency (Levels 3+4)
18K211,2024-25,163.0,443.2,41.72,41.7% Math proficiency (Levels 3+4)
18K219,2024-25,113.0,450.2,48.67,48.7% Math proficiency (Levels 3+4)
18K233,2024-25,110.0,464.9,77.27,77.3% Math proficiency (Levels 3+4)
18K235,2024-25,281.0,457.8,61.57,61.6% Math proficiency (Levels 3+4)
18K244,2024-25,113.0,474.8,84.96,85.0% Math proficiency (Levels 3+4)
18K268,2024-25,106.0,464.5,71.7,71.7% Math proficiency (Levels 3+4)
18K272,2024-25,146.0,439.5,36.3,36.3% Math proficiency (Levels 3+4)
18K276,2024-25,121.0,481.8,88.43,88.4% Math proficiency (Levels 3+4)
18K279,2024-25,90.0,458.9,66.67,66.7% Math proficiency (Levels 3+4)
18K285,2024-25,284.0,445.0,39.08,39.1% Math proficiency (Levels 3+4)
18K366,2024-25,207.0,447.3,41.55,41.5% Math proficiency (Levels 3+4)
18K581,2024-25,149.0,454.5,61.07,61.1% Math proficiency (Levels 3+4)
18K588,2024-25,142.0,446.0,50.0,50.0% Math proficiency (Levels 3+4)
18K763,2024-25,389.0,457.7,61.95,62.0% Math proficiency (Levels 3+4)
18K961,2024-25,184.0,,,Data suppressed
19K007,2024-25,287.0,445.5,42.86,42.9% Math proficiency (Levels 3+4)
19K013,2024-25,139.0,453.6,53.24,53.2% Math proficiency (Levels 3+4)
19K065,2024-25,249.0,471.6,76.71,76.7% Math proficiency (Levels 3+4)
19K089,2024-25,283.0,441.6,33.57,33.6% Math proficiency (Levels 3+4)
19K108,2024-25,314.0,475.7,81.21,81.2% Math proficiency (Levels 3+4)
19K149,2024-25,199.0,480.5,83.92,83.9% Math proficiency (Levels 3+4)
19K158,2024-25,154.0,442.7,38.31,38.3% Math proficiency (Levels 3+4)
19K159,2024-25,300.0,452.4,53.33,53.3% Math proficiency (Levels 3+4)
19K171,2024-25,186.0,,,Data suppressed
19K190,2024-25,32.0,474.2,90.62,90.6% Math proficiency (Levels 3+4)
19K202,2024-25,95.0,436.4,23.16,23.2% Math proficiency (Levels 3+4)
19K213,2024-25,76.0,449.9,52.63,52.6% Math proficiency (Levels 3+4)
19K214,2024-25,322.0,450.0,50.31,50.3% Math proficiency (Levels 3+4)
19K218,2024-25,328.0,439.8,30.49,30.5% Math proficiency (Levels 3+4)
19K224,2024-25,135.0,442.9,37.04,37.0% Math proficiency (Levels 3+4)
19K273,2024-25,108.0,438.8,27.78,27.8% Math proficiency (Levels 3+4)
19K290,2024-25,168.0,,,Data suppressed
19K292,2024-25,278.0,442.1,34.17,34.2% Math proficiency (Levels 3+4)
19K306,2024-25,109.0,460.2,67.89,67.9% Math proficiency (Levels 3+4)
19K325,2024-25,79.0,460.3,69.62,69.6% Math proficiency (Levels 3+4)
19K328,2024-25,88.0,463.5,72.73,72.7% Math proficiency (Levels 3+4)
19K345,2024-25,229.0,456.3,61.14,61.1% Math proficiency (Levels 3+4)
19K346,2024-25,173.0,457.0,63.01,63.0% Math proficiency (Levels 3+4)
19K404,2024-25,78.0,431.8,12.82,12.8% Math proficiency (Levels 3+4)
19K409,2024-25,149.0,444.8,40.27,40.3% Math proficiency (Levels 3+4)
19K422,2024-25,76.0,436.9,31.58,31.6% Math proficiency (Levels 3+4)
19K452,2024-25,280.0,441.2,34.64,34.6% Math proficiency (Levels 3+4)
19K557,2024-25,135.0,453.9,57.78,57.8% Math proficiency (Levels 3+4)
19K654,2024-25,166.0,443.4,36.75,36.8% Math proficiency (Levels 3+4)
19K661,2024-25,432.0,457.5,61.81,61.8% Math proficiency (Levels 3+4)
19K662,2024-25,451.0,446.9,43.02,43.0% Math proficiency (Levels 3+4)
19K663,2024-25,120.0,439.4,25.0,25.0% Math proficiency (Levels 3+4)
19K677,2024-25,164.0,442.9,36.59,36.6% Math proficiency (Levels 3+4)
19K678,2024-25,223.0,431.2,17.49,17.5% Math proficiency (Levels 3+4)
19K760,2024-25,218.0,452.6,50.92,50.9% Math proficiency (Levels 3+4)
19K907,2024-25,154.0,435.6,25.32,25.3% Math proficiency (Levels 3+4)
19K935,2024-25,304.0,440.7,35.2,35.2% Math proficiency (Levels 3+4)
19K938,2024-25,66.0,460.8,77.27,77.3% Math proficiency (Levels 3+4)
20K030,2024-25,578.0,455.8,55.71,55.7% Math proficiency (Levels 3+4)
20K048,2024-25,239.0,454.3,52.3,52.3% Math proficiency (Levels 3+4)
20K062,2024-25,789.0,449.6,46.51,46.5% Math proficiency (Levels 3+4)
20K069,2024-25,269.0,475.4,83.64,83.6% Math proficiency (Levels 3+4)
20K102,2024-25,464.0,469.6,76.29,76.3% Math proficiency (Levels 3+4)
20K104,2024-25,689.0,459.0,60.81,60.8% Math proficiency (Levels 3+4)
20K105,2024-25,601.0,481.6,89.02,89.0% Math proficiency (Levels 3+4)
20K112,2024-25,322.0,460.5,64.91,64.9% Math proficiency (Levels 3+4)
20K127,2024-25,322.0,474.5,82.92,82.9% Math proficiency (Levels 3+4)
20K160,2024-25,465.0,472.1,81.08,81.1% Math proficiency (Levels 3+4)
20K163,2024-25,307.0,475.6,82.74,82.7% Math proficiency (Levels 3+4)
20K164,2024-25,219.0,471.4,78.54,78.5% Math proficiency (Levels 3+4)
20K170,2024-25,441.0,476.8,82.54,82.5% Math proficiency (Levels 3+4)
20K176,2024-25,620.0,474.0,80.32,80.3% Math proficiency (Levels 3+4)
20K179,2024-25,329.0,450.8,49.54,49.5% Math proficiency (Levels 3+4)
20K180,2024-25,645.0,469.3,73.02,73.0% Math proficiency (Levels 3+4)
20K185,2024-25,269.0,470.9,80.3,80.3% Math proficiency (Levels 3+4)
20K186,2024-25,539.0,465.2,72.36,72.4% Math proficiency (Levels 3+4)
20K187,2024-25,696.0,496.4,93.97,94.0% Math proficiency (Levels 3+4)
