DBN,school_year,family_q36_pct_satisfied,family_q36_pct_satisfied_label
10X243,2020-21,88.0,88.0% of families satisfied with their child's education
10X244,2020-21,97.0,97.0% of families satisfied with their child's education
10X246,2020-21,98.0,98.0% of families satisfied with their child's education
10X254,2020-21,89.0,89.0% of families satisfied with their child's education
10X264,2020-21,95.0,95.0% of families satisfied with their child's education
10X268,2020-21,94.0,94.0% of families satisfied with their child's education
10X279,2020-21,99.0,99.0% of families satisfied with their child's education
10X280,2020-21,67.0,67.0% of families satisfied with their child's education
10X284,2020-21,86.0,86.0% of families satisfied with their child's education
10X291,2020-21,97.0,97.0% of families satisfied with their child's education
10X306,2020-21,93.0,93.0% of families satisfied with their child's education
10X307,2020-21,98.0,98.0% of families satisfied with their child's education
10X308,2020-21,88.0,88.0% of families satisfied with their child's education
10X310,2020-21,99.0,99.0% of families satisfied with their child's education
10X315,2020-21,94.0,94.0% of families satisfied with their child's education
10X331,2020-21,93.0,93.0% of families satisfied with their child's education
10X340,2020-21,100.0,100.0% of families satisfied with their child's education
10X342,2020-21,97.0,97.0% of families satisfied with their child's education
10X344,2020-21,91.0,91.0% of families satisfied with their child's education
10X351,2020-21,90.0,90.0% of families satisfied with their child's education
10X353,2020-21,91.0,91.0% of families satisfied with their child's education
10X360,2020-21,97.0,97.0% of families satisfied with their child's education
10X363,2020-21,90.0,90.0% of families satisfied with their child's education
10X368,2020-21,84.0,84.0% of families satisfied with their child's education
10X374,2020-21,97.0,97.0% of families satisfied with their child's education
10X382,2020-21,90.0,90.0% of families satisfied with their child's education
10X386,2020-21,85.0,85.0% of families satisfied with their child's education
10X390,2020-21,96.0,96.0% of families satisfied with their child's education
10X391,2020-21,96.0,96.0% of families satisfied with their child's education
10X396,2020-21,93.0,93.0% of families satisfied with their child's education
10X397,2020-21,100.0,100.0% of families satisfied with their child's education
10X433,2020-21,95.0,95.0% of families satisfied with their child's education
10X434,2020-21,60.0,60.0% of families satisfied with their child's education
10X437,2020-21,95.0,95.0% of families satisfied with their child's education
10X438,2020-21,95.0,95.0% of families satisfied with their child's education
10X439,2020-21,100.0,100.0% of families satisfied with their child's education
10X440,2020-21,90.0,90.0% of families satisfied with their child's education
10X442,2020-21,94.0,94.0% of families satisfied with their child's education
10X445,2020-21,89.0,89.0% of families satisfied with their child's education
10X447,2020-21,95.0,95.0% of families satisfied with their child's education
10X477,2020-21,93.0,93.0% of families satisfied with their child's education
10X524,2020-21,100.0,100.0% of families satisfied with their child's education
10X546,2020-21,92.0,92.0% of families satisfied with their child's education
10X549,2020-21,99.0,99.0% of families satisfied with their child's education
10X565,2020-21,96.0,96.0% of families satisfied with their child's education
10X696,2020-21,97.0,97.0% of families satisfied with their child's education
11X016,2020-21,96.0,96.0% of families satisfied with their child's education
11X019,2020-21,93.0,93.0% of families satisfied with their child's education
11X021,2020-21,91.0,91.0% of families satisfied with their child's education
11X041,2020-21,92.0,92.0% of families satisfied with their child's education
11X068,2020-21,92.0,92.0% of families satisfied with their child's education
11X076,2020-21,87.0,87.0% of families satisfied with their child's education
11X078,2020-21,90.0,90.0% of families satisfied with their child's education
11X083,2020-21,89.0,89.0% of families satisfied with their child's education
11X087,2020-21,88.0,88.0% of families satisfied with their child's education
11X089,2020-21,71.0,71.0% of families satisfied with their child's education
11X096,2020-21,91.0,91.0% of families satisfied with their child's education
11X097,2020-21,94.0,94.0% of families satisfied with their child's education
11X103,2020-21,95.0,95.0% of families satisfied with their child's education
11X105,2020-21,91.0,91.0% of families satisfied with their child's education
11X106,2020-21,93.0,93.0% of families satisfied with their child's education
11X108,2020-21,91.0,91.0% of families satisfied with their child's education
11X111,2020-21,94.0,94.0% of families satisfied with their child's education
11X112,2020-21,87.0,87.0% of families satisfied with their child's education
11X121,2020-21,93.0,93.0% of families satisfied with their child's education
11X127,2020-21,89.0,89.0% of families satisfied with their child's education
11X144,2020-21,96.0,96.0% of families satisfied with their child's education
11X153,2020-21,98.0,98.0% of families satisfied with their child's education
11X160,2020-21,88.0,88.0% of families satisfied with their child's education
11X169,2020-21,93.0,93.0% of families satisfied with their child's education
11X175,2020-21,100.0,100.0% of families satisfied with their child's education
11X178,2020-21,91.0,91.0% of families satisfied with their child's education
11X180,2020-21,85.0,85.0% of families satisfied with their child's education
11X181,2020-21,91.0,91.0% of families satisfied with their child's education
11X189,2020-21,92.0,92.0% of families satisfied with their child's education
11X194,2020-21,91.0,91.0% of families satisfied with their child's education
11X249,2020-21,93.0,93.0% of families satisfied with their child's education
11X253,2020-21,91.0,91.0% of families satisfied with their child's education
11X265,2020-21,100.0,100.0% of families satisfied with their child's education
11X270,2020-21,100.0,100.0% of families satisfied with their child's education
11X275,2020-21,87.0,87.0% of families satisfied with their child's education
11X287,2020-21,96.0,96.0% of families satisfied with their child's education
11X288,2020-21,92.0,92.0% of families satisfied with their child's education
11X290,2020-21,81.0,81.0% of families satisfied with their child's education
11X299,2020-21,92.0,92.0% of families satisfied with their child's education
11X326,2020-21,97.0,97.0% of families satisfied with their child's education
11X355,2020-21,88.0,88.0% of families satisfied with their child's education
11X357,2020-21,94.0,94.0% of families satisfied with their child's education
11X370,2020-21,93.0,93.0% of families satisfied with their child's education
11X418,2020-21,88.0,88.0% of families satisfied with their child's education
11X455,2020-21,89.0,89.0% of families satisfied with their child's education
11X462,2020-21,87.0,87.0% of families satisfied with their child's education
11X468,2020-21,97.0,97.0% of families satisfied with their child's education
11X481,2020-21,94.0,94.0% of families satisfied with their child's education
11X483,2020-21,98.0,98.0% of families satisfied with their child's education
11X498,2020-21,92.0,92.0% of families satisfied with their child's education
11X508,2020-21,78.0,78.0% of families satisfied with their child's education
11X509,2020-21,99.0,99.0% of families satisfied with their child's education
11X513,2020-21,94.0,94.0% of families satisfied with their child's education
11X514,2020-21,90.0,90.0% of families satisfied with their child's education
11X529,2020-21,96.0,96.0% of families satisfied with their child's education
11X532,2020-21,100.0,100.0% of families satisfied with their child's education
