DBN,school_year,teacher_q119_disruptive_sel,teacher_q119_disruptive_sel_label,teacher_q120_access_supports,teacher_q120_access_supports_label
05M129,2020-21,73.0,73.0% of adults recognize disruptive behavior as SEL opportunity,70.0,70.0% of adults have access to behavioral/emotional supports
05M133,2020-21,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
05M148,2020-21,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
05M154,2020-21,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,71.0,71.0% of adults have access to behavioral/emotional supports
05M157,2020-21,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,61.0,61.0% of adults have access to behavioral/emotional supports
05M161,2020-21,74.0,74.0% of adults recognize disruptive behavior as SEL opportunity,61.0,61.0% of adults have access to behavioral/emotional supports
05M175,2020-21,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
05M194,2020-21,57.0,57.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
05M197,2020-21,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
05M200,2020-21,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
05M285,2020-21,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
05M286,2020-21,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
05M304,2020-21,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
05M318,2020-21,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
05M362,2020-21,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
05M369,2020-21,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
05M371,2020-21,,Data not available,,Data not available
05M499,2020-21,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
05M514,2020-21,38.0,38.0% of adults recognize disruptive behavior as SEL opportunity,54.0,54.0% of adults have access to behavioral/emotional supports
05M692,2020-21,96.0,96.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
06M004,2020-21,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
06M005,2020-21,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
06M008,2020-21,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,86.0,86.0% of adults have access to behavioral/emotional supports
06M018,2020-21,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
06M028,2020-21,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,86.0,86.0% of adults have access to behavioral/emotional supports
06M048,2020-21,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,65.0,65.0% of adults have access to behavioral/emotional supports
06M052,2020-21,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
06M098,2020-21,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,84.0,84.0% of adults have access to behavioral/emotional supports
06M103,2020-21,97.0,97.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
06M115,2020-21,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
06M128,2020-21,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
06M132,2020-21,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
06M143,2020-21,95.0,95.0% of adults recognize disruptive behavior as SEL opportunity,95.0,95.0% of adults have access to behavioral/emotional supports
06M152,2020-21,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
06M153,2020-21,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
06M173,2020-21,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
06M178,2020-21,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
06M187,2020-21,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
06M189,2020-21,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,98.0,98.0% of adults have access to behavioral/emotional supports
06M192,2020-21,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
06M209,2020-21,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
06M210,2020-21,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
06M211,2020-21,73.0,73.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
06M223,2020-21,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
06M278,2020-21,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
06M293,2020-21,64.0,64.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
06M311,2020-21,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,69.0,69.0% of adults have access to behavioral/emotional supports
06M314,2020-21,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
06M319,2020-21,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
06M322,2020-21,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,78.0,78.0% of adults have access to behavioral/emotional supports
06M324,2020-21,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
06M328,2020-21,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
06M346,2020-21,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
06M348,2020-21,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,70.0,70.0% of adults have access to behavioral/emotional supports
06M349,2020-21,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
06M366,2020-21,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,87.0,87.0% of adults have access to behavioral/emotional supports
06M368,2020-21,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
06M423,2020-21,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
06M462,2020-21,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,90.0,90.0% of adults have access to behavioral/emotional supports
06M463,2020-21,96.0,96.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
06M467,2020-21,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
06M468,2020-21,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
06M528,2020-21,95.0,95.0% of adults recognize disruptive behavior as SEL opportunity,90.0,90.0% of adults have access to behavioral/emotional supports
06M540,2020-21,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
06M552,2020-21,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
07X001,2020-21,73.0,73.0% of adults recognize disruptive behavior as SEL opportunity,70.0,70.0% of adults have access to behavioral/emotional supports
07X005,2020-21,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
07X018,2020-21,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
07X025,2020-21,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,71.0,71.0% of adults have access to behavioral/emotional supports
07X029,2020-21,71.0,71.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
07X030,2020-21,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
07X031,2020-21,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
07X043,2020-21,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
07X049,2020-21,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
07X065,2020-21,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
07X151,2020-21,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
07X154,2020-21,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
07X157,2020-21,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
07X161,2020-21,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
07X179,2020-21,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
