DBN,school_year,temp_housing_count,temp_housing_rate,temp_housing_rate_label
09X582,2020-21,11.0,10.6,10.6% of students in temporary housing
09X593,2020-21,66.0,44.3,44.3% of students in temporary housing
09X594,2020-21,52.0,21.5,21.5% of students in temporary housing
09X700,2020-21,143.0,6.8,6.8% of students in temporary housing
10X003,2020-21,13.0,3.8,3.8% of students in temporary housing
10X007,2020-21,88.0,17.7,17.7% of students in temporary housing
10X008,2020-21,163.0,19.2,19.2% of students in temporary housing
10X009,2020-21,176.0,22.4,22.4% of students in temporary housing
10X015,2020-21,45.0,9.6,9.6% of students in temporary housing
10X020,2020-21,143.0,16.5,16.5% of students in temporary housing
10X023,2020-21,100.0,24.3,24.3% of students in temporary housing
10X024,2020-21,23.0,2.8,2.8% of students in temporary housing
10X032,2020-21,151.0,21.7,21.7% of students in temporary housing
10X033,2020-21,102.0,13.2,13.2% of students in temporary housing
10X037,2020-21,120.0,20.6,20.6% of students in temporary housing
10X045,2020-21,90.0,12.5,12.5% of students in temporary housing
10X046,2020-21,143.0,19.2,19.2% of students in temporary housing
10X051,2020-21,26.0,13.1,13.1% of students in temporary housing
10X054,2020-21,82.0,18.6,18.6% of students in temporary housing
10X056,2020-21,121.0,17.5,17.5% of students in temporary housing
10X059,2020-21,67.0,13.6,13.6% of students in temporary housing
10X077,2020-21,71.0,14.0,14.0% of students in temporary housing
10X080,2020-21,131.0,21.0,21.0% of students in temporary housing
10X081,2020-21,18.0,2.4,2.4% of students in temporary housing
10X085,2020-21,137.0,17.2,17.2% of students in temporary housing
10X086,2020-21,370.0,23.7,23.7% of students in temporary housing
10X091,2020-21,208.0,38.7,38.7% of students in temporary housing
10X094,2020-21,185.0,17.0,17.0% of students in temporary housing
10X095,2020-21,247.0,23.4,23.4% of students in temporary housing
10X118,2020-21,164.0,16.7,16.7% of students in temporary housing
10X141,2020-21,108.0,6.8,6.8% of students in temporary housing
10X159,2020-21,27.0,16.6,16.6% of students in temporary housing
10X205,2020-21,103.0,12.5,12.5% of students in temporary housing
10X206,2020-21,82.0,30.7,30.7% of students in temporary housing
10X207,2020-21,84.0,20.5,20.5% of students in temporary housing
10X209,2020-21,46.0,17.8,17.8% of students in temporary housing
10X213,2020-21,36.0,9.7,9.7% of students in temporary housing
10X225,2020-21,56.0,10.1,10.1% of students in temporary housing
10X226,2020-21,70.0,18.8,18.8% of students in temporary housing
10X228,2020-21,22.0,8.1,8.1% of students in temporary housing
10X237,2020-21,56.0,14.6,14.6% of students in temporary housing
10X243,2020-21,85.0,13.1,13.1% of students in temporary housing
10X244,2020-21,169.0,23.8,23.8% of students in temporary housing
10X246,2020-21,102.0,17.3,17.3% of students in temporary housing
10X254,2020-21,84.0,17.4,17.4% of students in temporary housing
10X264,2020-21,45.0,10.8,10.8% of students in temporary housing
10X268,2020-21,139.0,36.3,36.3% of students in temporary housing
10X279,2020-21,276.0,29.7,29.7% of students in temporary housing
10X280,2020-21,151.0,19.4,19.4% of students in temporary housing
10X284,2020-21,60.0,16.4,16.4% of students in temporary housing
10X291,2020-21,118.0,21.7,21.7% of students in temporary housing
10X306,2020-21,102.0,18.1,18.1% of students in temporary housing
10X307,2020-21,47.0,16.1,16.1% of students in temporary housing
10X308,2020-21,35.0,13.1,13.1% of students in temporary housing
10X310,2020-21,121.0,20.2,20.2% of students in temporary housing
10X315,2020-21,31.0,13.7,13.7% of students in temporary housing
10X319,2020-21,29.0,15.0,15.0% of students in temporary housing
10X331,2020-21,42.0,9.3,9.3% of students in temporary housing
10X340,2020-21,122.0,22.5,22.5% of students in temporary housing
10X342,2020-21,191.0,35.0,35.0% of students in temporary housing
10X344,2020-21,24.0,6.5,6.5% of students in temporary housing
10X351,2020-21,85.0,15.2,15.2% of students in temporary housing
10X353,2020-21,91.0,15.1,15.1% of students in temporary housing
10X360,2020-21,51.0,13.4,13.4% of students in temporary housing
10X363,2020-21,183.0,21.7,21.7% of students in temporary housing
10X368,2020-21,117.0,11.7,11.7% of students in temporary housing
10X374,2020-21,44.0,11.0,11.0% of students in temporary housing
10X382,2020-21,93.0,32.3,32.3% of students in temporary housing
10X386,2020-21,152.0,29.4,29.4% of students in temporary housing
10X390,2020-21,172.0,30.9,30.9% of students in temporary housing
10X391,2020-21,104.0,24.6,24.6% of students in temporary housing
10X396,2020-21,73.0,25.9,25.9% of students in temporary housing
10X397,2020-21,120.0,38.6,38.6% of students in temporary housing
10X433,2020-21,50.0,12.0,12.0% of students in temporary housing
10X434,2020-21,27.0,6.8,6.8% of students in temporary housing
10X437,2020-21,19.0,4.7,4.7% of students in temporary housing
10X438,2020-21,27.0,6.5,6.5% of students in temporary housing
10X439,2020-21,53.0,13.4,13.4% of students in temporary housing
10X440,2020-21,136.0,13.9,13.9% of students in temporary housing
10X442,2020-21,48.0,10.5,10.5% of students in temporary housing
10X444,2020-21,40.0,11.2,11.2% of students in temporary housing
10X445,2020-21,29.0,1.0,1.0% of students in temporary housing
10X447,2020-21,78.0,16.8,16.8% of students in temporary housing
10X477,2020-21,42.0,9.2,9.2% of students in temporary housing
10X524,2020-21,149.0,40.8,40.8% of students in temporary housing
10X535,2020-21,42.0,14.3,14.3% of students in temporary housing
10X546,2020-21,48.0,15.7,15.7% of students in temporary housing
10X549,2020-21,77.0,16.5,16.5% of students in temporary housing
10X565,2020-21,66.0,15.9,15.9% of students in temporary housing
10X696,2020-21,7.0,1.8,1.8% of students in temporary housing
10X700,2020-21,137.0,5.4,5.4% of students in temporary housing
11X016,2020-21,42.0,14.0,14.0% of students in temporary housing
11X019,2020-21,22.0,3.9,3.9% of students in temporary housing
11X021,2020-21,104.0,18.9,18.9% of students in temporary housing
11X041,2020-21,78.0,10.5,10.5% of students in temporary housing
11X068,2020-21,35.0,6.5,6.5% of students in temporary housing
11X076,2020-21,64.0,7.9,7.9% of students in temporary housing
11X078,2020-21,67.0,9.3,9.3% of students in temporary housing
11X083,2020-21,145.0,8.5,8.5% of students in temporary housing
11X087,2020-21,37.0,8.2,8.2% of students in temporary housing
11X089,2020-21,118.0,8.3,8.3% of students in temporary housing
11X096,2020-21,96.0,10.9,10.9% of students in temporary housing
11X097,2020-21,24.0,4.6,4.6% of students in temporary housing
11X103,2020-21,93.0,10.5,10.5% of students in temporary housing
11X105,2020-21,145.0,15.8,15.8% of students in temporary housing
11X106,2020-21,127.0,12.8,12.8% of students in temporary housing
11X108,2020-21,29.0,5.3,5.3% of students in temporary housing
11X111,2020-21,69.0,13.3,13.3% of students in temporary housing
11X112,2020-21,45.0,11.8,11.8% of students in temporary housing
11X121,2020-21,63.0,8.8,8.8% of students in temporary housing
11X127,2020-21,161.0,17.7,17.7% of students in temporary housing
11X144,2020-21,43.0,9.7,9.7% of students in temporary housing
11X153,2020-21,30.0,5.6,5.6% of students in temporary housing
11X160,2020-21,27.0,7.4,7.4% of students in temporary housing
11X169,2020-21,31.0,7.8,7.8% of students in temporary housing
11X175,2020-21,10.0,3.5,3.5% of students in temporary housing
11X178,2020-21,50.0,13.7,13.7% of students in temporary housing
11X180,2020-21,49.0,4.9,4.9% of students in temporary housing
11X181,2020-21,82.0,9.5,9.5% of students in temporary housing
11X189,2020-21,58.0,17.4,17.4% of students in temporary housing
11X194,2020-21,116.0,9.6,9.6% of students in temporary housing
11X249,2020-21,32.0,9.5,9.5% of students in temporary housing
11X253,2020-21,29.0,10.3,10.3% of students in temporary housing
11X265,2020-21,40.0,13.2,13.2% of students in temporary housing
11X270,2020-21,33.0,9.0,9.0% of students in temporary housing
11X275,2020-21,60.0,12.0,12.0% of students in temporary housing
11X287,2020-21,70.0,16.1,16.1% of students in temporary housing
11X288,2020-21,39.0,6.7,6.7% of students in temporary housing
11X290,2020-21,84.0,22.1,22.1% of students in temporary housing
11X299,2020-21,33.0,7.0,7.0% of students in temporary housing
11X326,2020-21,61.0,14.4,14.4% of students in temporary housing
11X355,2020-21,49.0,15.9,15.9% of students in temporary housing
11X357,2020-21,63.0,15.3,15.3% of students in temporary housing
11X370,2020-21,49.0,10.8,10.8% of students in temporary housing
11X418,2020-21,54.0,11.3,11.3% of students in temporary housing
11X444,2020-21,29.0,5.1,5.1% of students in temporary housing
11X455,2020-21,278.0,12.5,12.5% of students in temporary housing
11X462,2020-21,21.0,8.8,8.8% of students in temporary housing
11X468,2020-21,39.0,11.9,11.9% of students in temporary housing
11X481,2020-21,8.0,2.8,2.8% of students in temporary housing
11X483,2020-21,32.0,12.7,12.7% of students in temporary housing
11X498,2020-21,33.0,5.2,5.2% of students in temporary housing
11X508,2020-21,21.0,4.5,4.5% of students in temporary housing
11X509,2020-21,87.0,22.2,22.2% of students in temporary housing
11X513,2020-21,63.0,17.6,17.6% of students in temporary housing
11X514,2020-21,46.0,12.3,12.3% of students in temporary housing
11X529,2020-21,18.0,5.2,5.2% of students in temporary housing
11X532,2020-21,36.0,12.5,12.5% of students in temporary housing
11X542,2020-21,31.0,6.3,6.3% of students in temporary housing
11X544,2020-21,45.0,13.4,13.4% of students in temporary housing
11X545,2020-21,28.0,13.9,13.9% of students in temporary housing
11X556,2020-21,76.0,19.0,19.0% of students in temporary housing
11X566,2020-21,30.0,7.0,7.0% of students in temporary housing
11X567,2020-21,66.0,17.4,17.4% of students in temporary housing
11X700,2020-21,91.0,4.5,4.5% of students in temporary housing
12X006,2020-21,141.0,26.9,26.9% of students in temporary housing
12X044,2020-21,96.0,36.4,36.4% of students in temporary housing
12X047,2020-21,59.0,6.1,6.1% of students in temporary housing
12X057,2020-21,68.0,14.3,14.3% of students in temporary housing
12X061,2020-21,59.0,22.5,22.5% of students in temporary housing
12X066,2020-21,144.0,25.1,25.1% of students in temporary housing
12X067,2020-21,41.0,10.4,10.4% of students in temporary housing
12X098,2020-21,39.0,20.4,20.4% of students in temporary housing
12X129,2020-21,84.0,16.7,16.7% of students in temporary housing
12X134,2020-21,65.0,12.1,12.1% of students in temporary housing
12X150,2020-21,98.0,15.3,15.3% of students in temporary housing
12X190,2020-21,39.0,14.4,14.4% of students in temporary housing
12X195,2020-21,130.0,16.1,16.1% of students in temporary housing
12X196,2020-21,113.0,14.7,14.7% of students in temporary housing
12X211,2020-21,53.0,11.6,11.6% of students in temporary housing
12X214,2020-21,146.0,14.1,14.1% of students in temporary housing
12X217,2020-21,73.0,22.3,22.3% of students in temporary housing
12X242,2020-21,52.0,7.7,7.7% of students in temporary housing
12X248,2020-21,29.0,17.7,17.7% of students in temporary housing
12X251,2020-21,56.0,16.6,16.6% of students in temporary housing
12X267,2020-21,43.0,7.6,7.6% of students in temporary housing
12X271,2020-21,103.0,15.3,15.3% of students in temporary housing
12X273,2020-21,42.0,20.3,20.3% of students in temporary housing
12X286,2020-21,46.0,16.4,16.4% of students in temporary housing
12X300,2020-21,103.0,19.7,19.7% of students in temporary housing
12X314,2020-21,38.0,15.0,15.0% of students in temporary housing
12X316,2020-21,32.0,8.8,8.8% of students in temporary housing
12X318,2020-21,38.0,19.6,19.6% of students in temporary housing
12X341,2020-21,60.0,18.9,18.9% of students in temporary housing
12X383,2020-21,64.0,16.5,16.5% of students in temporary housing
12X388,2020-21,118.0,29.4,29.4% of students in temporary housing
12X444,2020-21,17.0,10.2,10.2% of students in temporary housing
12X446,2020-21,30.0,16.3,16.3% of students in temporary housing
12X458,2020-21,31.0,11.3,11.3% of students in temporary housing
12X463,2020-21,104.0,25.5,25.5% of students in temporary housing
12X478,2020-21,31.0,8.6,8.6% of students in temporary housing
12X479,2020-21,48.0,17.6,17.6% of students in temporary housing
12X480,2020-21,23.0,16.4,16.4% of students in temporary housing
12X511,2020-21,66.0,17.1,17.1% of students in temporary housing
12X521,2020-21,62.0,13.6,13.6% of students in temporary housing
12X531,2020-21,68.0,17.4,17.4% of students in temporary housing
12X536,2020-21,30.0,8.3,8.3% of students in temporary housing
12X550,2020-21,83.0,25.5,25.5% of students in temporary housing
12X595,2020-21,70.0,29.4,29.4% of students in temporary housing
12X626,2020-21,,,Data suppressed
12X682,2020-21,74.0,15.4,15.4% of students in temporary housing
12X684,2020-21,54.0,15.8,15.8% of students in temporary housing
12X691,2020-21,46.0,14.3,14.3% of students in temporary housing
12X700,2020-21,17.0,3.0,3.0% of students in temporary housing
13K003,2020-21,66.0,24.8,24.8% of students in temporary housing
13K008,2020-21,7.0,1.0,1.0% of students in temporary housing
13K009,2020-21,32.0,3.7,3.7% of students in temporary housing
13K011,2020-21,53.0,6.1,6.1% of students in temporary housing
13K020,2020-21,44.0,7.9,7.9% of students in temporary housing
13K044,2020-21,32.0,23.7,23.7% of students in temporary housing
13K046,2020-21,35.0,15.5,15.5% of students in temporary housing
13K054,2020-21,15.0,7.9,7.9% of students in temporary housing
13K056,2020-21,16.0,5.8,5.8% of students in temporary housing
13K067,2020-21,38.0,17.1,17.1% of students in temporary housing
13K093,2020-21,32.0,17.2,17.2% of students in temporary housing
13K113,2020-21,47.0,14.4,14.4% of students in temporary housing
13K133,2020-21,28.0,4.2,4.2% of students in temporary housing
13K256,2020-21,36.0,17.7,17.7% of students in temporary housing
13K265,2020-21,26.0,7.8,7.8% of students in temporary housing
13K266,2020-21,16.0,10.7,10.7% of students in temporary housing
13K270,2020-21,12.0,12.4,12.4% of students in temporary housing
13K282,2020-21,19.0,3.6,3.6% of students in temporary housing
13K287,2020-21,,,Data suppressed
13K301,2020-21,10.0,11.9,11.9% of students in temporary housing
13K307,2020-21,50.0,14.9,14.9% of students in temporary housing
13K313,2020-21,22.0,7.8,7.8% of students in temporary housing
13K350,2020-21,18.0,10.7,10.7% of students in temporary housing
13K351,2020-21,18.0,9.1,9.1% of students in temporary housing
13K412,2020-21,66.0,12.2,12.2% of students in temporary housing
13K419,2020-21,63.0,10.8,10.8% of students in temporary housing
13K430,2020-21,141.0,2.4,2.4% of students in temporary housing
13K439,2020-21,68.0,19.2,19.2% of students in temporary housing
13K444,2020-21,7.0,3.0,3.0% of students in temporary housing
13K483,2020-21,15.0,3.2,3.2% of students in temporary housing
13K492,2020-21,23.0,3.4,3.4% of students in temporary housing
13K527,2020-21,49.0,9.6,9.6% of students in temporary housing
13K553,2020-21,17.0,13.9,13.9% of students in temporary housing
13K594,2020-21,18.0,10.6,10.6% of students in temporary housing
13K595,2020-21,19.0,4.8,4.8% of students in temporary housing
13K605,2020-21,43.0,6.1,6.1% of students in temporary housing
13K616,2020-21,26.0,16.8,16.8% of students in temporary housing
13K670,2020-21,66.0,7.5,7.5% of students in temporary housing
13K674,2020-21,26.0,5.6,5.6% of students in temporary housing
13K691,2020-21,20.0,10.3,10.3% of students in temporary housing
13K700,2020-21,8.0,1.6,1.6% of students in temporary housing
13K869,2020-21,,,Data suppressed
13K915,2020-21,,,Data suppressed
14K016,2020-21,33.0,17.2,17.2% of students in temporary housing
14K017,2020-21,29.0,10.9,10.9% of students in temporary housing
14K018,2020-21,43.0,21.2,21.2% of students in temporary housing
