DBN,school_year,suspension_total,suspension_rate,suspension_rate_label
10X118,2023-24,60.0,11.9,11.9% of students suspended
10X141,2023-24,76.0,5.55,5.5% of students suspended
10X205,2023-24,,,Data suppressed
10X206,2023-24,,,Data suppressed
10X207,2023-24,,,Data suppressed
10X213,2023-24,13.0,4.28,4.3% of students suspended
10X225,2023-24,74.0,15.35,15.3% of students suspended
10X228,2023-24,67.0,19.71,19.7% of students suspended
10X237,2023-24,18.0,6.87,6.9% of students suspended
10X243,2023-24,50.0,8.13,8.1% of students suspended
10X244,2023-24,13.0,2.22,2.2% of students suspended
10X246,2023-24,,,Data suppressed
10X254,2023-24,44.0,9.3,9.3% of students suspended
10X264,2023-24,26.0,7.08,7.1% of students suspended
10X268,2023-24,21.0,9.38,9.4% of students suspended
10X279,2023-24,6.0,0.86,0.9% of students suspended
10X280,2023-24,20.0,2.85,2.9% of students suspended
10X284,2023-24,19.0,5.69,5.7% of students suspended
10X306,2023-24,7.0,1.61,1.6% of students suspended
10X308,2023-24,36.0,13.14,13.1% of students suspended
10X310,2023-24,8.0,1.76,1.8% of students suspended
10X315,2023-24,16.0,8.42,8.4% of students suspended
10X319,2023-24,,,Data suppressed
10X331,2023-24,72.0,20.4,20.4% of students suspended
10X340,2023-24,13.0,2.15,2.1% of students suspended
10X342,2023-24,48.0,10.06,10.1% of students suspended
10X344,2023-24,,,Data suppressed
10X351,2023-24,50.0,11.82,11.8% of students suspended
10X353,2023-24,78.0,12.32,12.3% of students suspended
10X363,2023-24,7.0,0.94,0.9% of students suspended
10X368,2023-24,35.0,3.64,3.6% of students suspended
10X374,2023-24,17.0,4.17,4.2% of students suspended
10X382,2023-24,,,Data suppressed
10X386,2023-24,,,Data suppressed
10X390,2023-24,23.0,6.89,6.9% of students suspended
10X391,2023-24,8.0,2.21,2.2% of students suspended
10X397,2023-24,11.0,4.0,4.0% of students suspended
10X433,2023-24,11.0,3.05,3.0% of students suspended
10X434,2023-24,13.0,3.52,3.5% of students suspended
10X438,2023-24,35.0,9.21,9.2% of students suspended
10X439,2023-24,24.0,6.27,6.3% of students suspended
10X440,2023-24,77.0,6.75,6.8% of students suspended
10X442,2023-24,17.0,4.14,4.1% of students suspended
10X445,2023-24,28.0,0.94,0.9% of students suspended
10X447,2023-24,8.0,1.93,1.9% of students suspended
10X477,2023-24,17.0,4.2,4.2% of students suspended
10X524,2023-24,,,Data suppressed
10X546,2023-24,54.0,23.08,23.1% of students suspended
10X549,2023-24,,,Data suppressed
10X565,2023-24,17.0,4.79,4.8% of students suspended
11X016,2023-24,11.0,3.14,3.1% of students suspended
11X019,2023-24,16.0,2.4,2.4% of students suspended
11X021,2023-24,7.0,1.46,1.5% of students suspended
11X041,2023-24,12.0,1.93,1.9% of students suspended
11X068,2023-24,,,Data suppressed
11X076,2023-24,43.0,6.97,7.0% of students suspended
11X078,2023-24,9.0,1.49,1.5% of students suspended
11X083,2023-24,38.0,2.51,2.5% of students suspended
11X087,2023-24,34.0,11.26,11.3% of students suspended
11X089,2023-24,11.0,0.91,0.9% of students suspended
11X103,2023-24,23.0,2.85,2.9% of students suspended
11X106,2023-24,,,Data suppressed
11X108,2023-24,6.0,1.15,1.1% of students suspended
11X112,2023-24,9.0,2.28,2.3% of students suspended
11X121,2023-24,14.0,2.44,2.4% of students suspended
11X127,2023-24,53.0,6.71,6.7% of students suspended
11X144,2023-24,,,Data suppressed
11X153,2023-24,,,Data suppressed
11X160,2023-24,,,Data suppressed
11X169,2023-24,,,Data suppressed
11X175,2023-24,14.0,5.51,5.5% of students suspended
11X178,2023-24,6.0,1.79,1.8% of students suspended
11X180,2023-24,202.0,27.11,27.1% of students suspended
11X181,2023-24,98.0,17.72,17.7% of students suspended
11X189,2023-24,15.0,5.24,5.2% of students suspended
11X194,2023-24,38.0,3.25,3.2% of students suspended
11X249,2023-24,24.0,6.82,6.8% of students suspended
11X253,2023-24,25.0,,Data suppressed
11X265,2023-24,68.0,31.19,31.2% of students suspended
11X270,2023-24,59.0,15.09,15.1% of students suspended
11X275,2023-24,50.0,11.04,11.0% of students suspended
11X287,2023-24,110.0,28.95,28.9% of students suspended
11X288,2023-24,52.0,9.81,9.8% of students suspended
11X290,2023-24,40.0,12.58,12.6% of students suspended
11X299,2023-24,31.0,7.51,7.5% of students suspended
11X326,2023-24,11.0,2.96,3.0% of students suspended
11X355,2023-24,13.0,6.16,6.2% of students suspended
11X370,2023-24,130.0,34.03,34.0% of students suspended
11X418,2023-24,20.0,4.83,4.8% of students suspended
11X455,2023-24,264.0,15.61,15.6% of students suspended
11X462,2023-24,11.0,9.02,9.0% of students suspended
11X468,2023-24,,,Data suppressed
11X483,2023-24,,,Data suppressed
11X498,2023-24,73.0,12.15,12.2% of students suspended
11X508,2023-24,16.0,4.44,4.4% of students suspended
11X509,2023-24,32.0,8.63,8.6% of students suspended
11X513,2023-24,17.0,5.31,5.3% of students suspended
11X514,2023-24,23.0,5.97,6.0% of students suspended
11X529,2023-24,19.0,5.65,5.7% of students suspended
11X532,2023-24,26.0,9.06,9.1% of students suspended
11X542,2023-24,17.0,3.87,3.9% of students suspended
11X544,2023-24,39.0,13.88,13.9% of students suspended
11X545,2023-24,17.0,9.77,9.8% of students suspended
11X556,2023-24,26.0,7.74,7.7% of students suspended
11X566,2023-24,6.0,2.04,2.0% of students suspended
11X567,2023-24,,,Data suppressed
12X006,2023-24,,,Data suppressed
12X044,2023-24,6.0,3.06,3.1% of students suspended
12X057,2023-24,22.0,6.04,6.0% of students suspended
12X061,2023-24,,,Data suppressed
12X066,2023-24,7.0,1.49,1.5% of students suspended
12X098,2023-24,30.0,,Data suppressed
12X129,2023-24,7.0,2.85,2.9% of students suspended
12X134,2023-24,,,Data suppressed
12X150,2023-24,17.0,3.41,3.4% of students suspended
12X190,2023-24,6.0,2.86,2.9% of students suspended
12X195,2023-24,,,Data suppressed
12X196,2023-24,15.0,2.24,2.2% of students suspended
12X211,2023-24,6.0,3.23,3.2% of students suspended
12X214,2023-24,,,Data suppressed
12X217,2023-24,10.0,5.92,5.9% of students suspended
12X242,2023-24,56.0,8.54,8.5% of students suspended
12X248,2023-24,49.0,29.34,29.3% of students suspended
12X251,2023-24,23.0,8.3,8.3% of students suspended
12X267,2023-24,82.0,16.94,16.9% of students suspended
12X271,2023-24,41.0,6.61,6.6% of students suspended
12X273,2023-24,45.0,24.46,24.5% of students suspended
12X286,2023-24,23.0,9.7,9.7% of students suspended
12X300,2023-24,,,Data suppressed
12X314,2023-24,,,Data suppressed
12X316,2023-24,68.0,27.2,27.2% of students suspended
12X318,2023-24,12.0,4.1,4.1% of students suspended
12X341,2023-24,27.0,15.17,15.2% of students suspended
12X383,2023-24,35.0,8.97,9.0% of students suspended
12X388,2023-24,,,Data suppressed
12X446,2023-24,27.0,12.92,12.9% of students suspended
12X478,2023-24,27.0,8.49,8.5% of students suspended
12X479,2023-24,16.0,10.32,10.3% of students suspended
12X480,2023-24,34.0,26.56,26.6% of students suspended
12X511,2023-24,13.0,4.92,4.9% of students suspended
12X521,2023-24,23.0,6.01,6.0% of students suspended
12X550,2023-24,,,Data suppressed
12X641,2023-24,,,Data suppressed
12X682,2023-24,53.0,11.91,11.9% of students suspended
12X684,2023-24,44.0,18.64,18.6% of students suspended
13K003,2023-24,,,Data suppressed
13K008,2023-24,,,Data suppressed
13K009,2023-24,,,Data suppressed
13K011,2023-24,11.0,1.28,1.3% of students suspended
13K020,2023-24,,,Data suppressed
13K046,2023-24,6.0,2.68,2.7% of students suspended
13K056,2023-24,,,Data suppressed
13K067,2023-24,24.0,13.11,13.1% of students suspended
13K093,2023-24,,,Data suppressed
13K113,2023-24,,,Data suppressed
13K133,2023-24,,,Data suppressed
13K256,2023-24,,,Data suppressed
13K265,2023-24,22.0,11.64,11.6% of students suspended
13K266,2023-24,7.0,8.54,8.5% of students suspended
13K270,2023-24,12.0,10.34,10.3% of students suspended
13K282,2023-24,,,Data suppressed
13K287,2023-24,,,Data suppressed
13K301,2023-24,12.0,11.54,11.5% of students suspended
13K313,2023-24,70.0,25.83,25.8% of students suspended
13K350,2023-24,,,Data suppressed
13K351,2023-24,72.0,40.0,40.0% of students suspended
13K412,2023-24,11.0,2.77,2.8% of students suspended
13K419,2023-24,20.0,4.05,4.0% of students suspended
13K430,2023-24,12.0,0.21,0.2% of students suspended
13K439,2023-24,29.0,9.15,9.2% of students suspended
13K483,2023-24,161.0,36.93,36.9% of students suspended
13K492,2023-24,,,Data suppressed
13K527,2023-24,27.0,6.82,6.8% of students suspended
13K553,2023-24,26.0,22.03,22.0% of students suspended
13K594,2023-24,37.0,15.16,15.2% of students suspended
13K595,2023-24,,,Data suppressed
13K605,2023-24,52.0,9.2,9.2% of students suspended
13K616,2023-24,28.0,16.09,16.1% of students suspended
13K670,2023-24,102.0,12.16,12.2% of students suspended
13K674,2023-24,23.0,5.36,5.4% of students suspended
13K691,2023-24,15.0,7.5,7.5% of students suspended
13K915,2023-24,13.0,5.1,5.1% of students suspended
13K963,2023-24,9.0,10.47,10.5% of students suspended
14K017,2023-24,9.0,4.31,4.3% of students suspended
14K023,2023-24,,,Data suppressed
14K050,2023-24,26.0,6.81,6.8% of students suspended
14K059,2023-24,15.0,5.03,5.0% of students suspended
14K071,2023-24,23.0,4.82,4.8% of students suspended
14K084,2023-24,,,Data suppressed
14K126,2023-24,39.0,24.07,24.1% of students suspended
14K132,2023-24,,,Data suppressed
14K147,2023-24,,,Data suppressed
14K157,2023-24,7.0,2.8,2.8% of students suspended
14K297,2023-24,,,Data suppressed
14K318,2023-24,130.0,13.03,13.0% of students suspended
14K414,2023-24,9.0,1.67,1.7% of students suspended
14K449,2023-24,25.0,3.41,3.4% of students suspended
14K474,2023-24,28.0,6.75,6.8% of students suspended
14K477,2023-24,23.0,4.55,4.5% of students suspended
14K478,2023-24,40.0,7.35,7.3% of students suspended
14K488,2023-24,59.0,10.42,10.4% of students suspended
14K558,2023-24,75.0,12.3,12.3% of students suspended
14K561,2023-24,51.0,7.51,7.5% of students suspended
14K577,2023-24,32.0,7.53,7.5% of students suspended
14K582,2023-24,28.0,8.83,8.8% of students suspended
14K586,2023-24,70.0,18.32,18.3% of students suspended
14K610,2023-24,27.0,5.99,6.0% of students suspended
14K614,2023-24,44.0,16.92,16.9% of students suspended
14K685,2023-24,9.0,4.95,5.0% of students suspended
15K015,2023-24,8.0,1.9,1.9% of students suspended
15K024,2023-24,,,Data suppressed
15K029,2023-24,,,Data suppressed
15K032,2023-24,,,Data suppressed
15K039,2023-24,,,Data suppressed
15K051,2023-24,16.0,1.65,1.6% of students suspended
15K088,2023-24,,,Data suppressed
15K094,2023-24,,,Data suppressed
15K124,2023-24,,,Data suppressed
15K136,2023-24,19.0,3.64,3.6% of students suspended
15K154,2023-24,,,Data suppressed
15K169,2023-24,,,Data suppressed
15K230,2023-24,,,Data suppressed
15K261,2023-24,,,Data suppressed
15K321,2023-24,,,Data suppressed
15K423,2023-24,26.0,17.33,17.3% of students suspended
15K429,2023-24,21.0,6.48,6.5% of students suspended
15K442,2023-24,8.0,2.36,2.4% of students suspended
15K443,2023-24,,,Data suppressed
15K447,2023-24,,,Data suppressed
15K448,2023-24,42.0,6.52,6.5% of students suspended
15K462,2023-24,35.0,7.71,7.7% of students suspended
15K464,2023-24,,,Data suppressed
15K497,2023-24,,,Data suppressed
15K519,2023-24,15.0,4.66,4.7% of students suspended
15K592,2023-24,41.0,35.34,35.3% of students suspended
15K656,2023-24,21.0,2.31,2.3% of students suspended
15K667,2023-24,77.0,5.78,5.8% of students suspended
15K676,2023-24,7.0,5.93,5.9% of students suspended
15K684,2023-24,19.0,2.8,2.8% of students suspended
15K698,2023-24,12.0,7.55,7.5% of students suspended
15K821,2023-24,12.0,2.73,2.7% of students suspended
15K839,2023-24,13.0,4.25,4.2% of students suspended
16K005,2023-24,,,Data suppressed
16K025,2023-24,,,Data suppressed
16K026,2023-24,,,Data suppressed
16K035,2023-24,7.0,3.91,3.9% of students suspended
16K057,2023-24,27.0,30.68,30.7% of students suspended
16K081,2023-24,13.0,5.39,5.4% of students suspended
16K243,2023-24,,,Data suppressed
16K267,2023-24,14.0,9.52,9.5% of students suspended
16K308,2023-24,6.0,2.91,2.9% of students suspended
16K455,2023-24,116.0,31.02,31.0% of students suspended
16K498,2023-24,31.0,6.4,6.4% of students suspended
16K628,2023-24,,,Data suppressed
16K669,2023-24,20.0,10.58,10.6% of students suspended
16K681,2023-24,,,Data suppressed
16K688,2023-24,18.0,8.49,8.5% of students suspended
16K765,2023-24,13.0,8.97,9.0% of students suspended
16K898,2023-24,,,Data suppressed
17K002,2023-24,,,Data suppressed
17K012,2023-24,,,Data suppressed
17K061,2023-24,20.0,6.23,6.2% of students suspended
17K122,2023-24,23.0,4.3,4.3% of students suspended
17K138,2023-24,,,Data suppressed
17K161,2023-24,,,Data suppressed
17K181,2023-24,22.0,3.87,3.9% of students suspended
17K189,2023-24,34.0,3.73,3.7% of students suspended
17K191,2023-24,,,Data suppressed
17K221,2023-24,,,Data suppressed
17K241,2023-24,,,Data suppressed
17K246,2023-24,32.0,9.12,9.1% of students suspended
17K249,2023-24,,,Data suppressed
17K289,2023-24,,,Data suppressed
17K340,2023-24,15.0,10.71,10.7% of students suspended
17K352,2023-24,20.0,14.18,14.2% of students suspended
17K353,2023-24,13.0,11.02,11.0% of students suspended
17K354,2023-24,18.0,8.18,8.2% of students suspended
17K375,2023-24,11.0,4.42,4.4% of students suspended
17K382,2023-24,44.0,10.33,10.3% of students suspended
17K394,2023-24,10.0,4.26,4.3% of students suspended
17K398,2023-24,,,Data suppressed
17K408,2023-24,6.0,1.57,1.6% of students suspended
17K484,2023-24,6.0,5.41,5.4% of students suspended
17K524,2023-24,11.0,3.62,3.6% of students suspended
17K528,2023-24,,,Data suppressed
17K531,2023-24,23.0,,Data suppressed
17K532,2023-24,,,Data suppressed
17K537,2023-24,18.0,3.64,3.6% of students suspended
17K539,2023-24,34.0,14.98,15.0% of students suspended
17K543,2023-24,24.0,4.19,4.2% of students suspended
17K546,2023-24,50.0,12.95,12.9% of students suspended
17K547,2023-24,36.0,15.38,15.4% of students suspended
17K548,2023-24,32.0,15.46,15.5% of students suspended
17K568,2023-24,66.0,58.93,58.9% of students suspended
17K590,2023-24,39.0,3.02,3.0% of students suspended
17K600,2023-24,48.0,3.83,3.8% of students suspended
17K646,2023-24,,,Data suppressed
17K722,2023-24,21.0,9.21,9.2% of students suspended
17K745,2023-24,26.0,5.84,5.8% of students suspended
17K751,2023-24,14.0,6.9,6.9% of students suspended
17K770,2023-24,13.0,4.91,4.9% of students suspended
18K066,2023-24,18.0,3.37,3.4% of students suspended
18K068,2023-24,35.0,15.49,15.5% of students suspended
18K114,2023-24,10.0,2.52,2.5% of students suspended
18K115,2023-24,26.0,3.33,3.3% of students suspended
18K135,2023-24,,,Data suppressed
18K211,2023-24,19.0,9.05,9.1% of students suspended
18K219,2023-24,8.0,2.73,2.7% of students suspended
18K233,2023-24,,,Data suppressed
18K235,2023-24,17.0,2.63,2.6% of students suspended
18K244,2023-24,,,Data suppressed
18K272,2023-24,,,Data suppressed
18K276,2023-24,8.0,1.45,1.4% of students suspended
18K279,2023-24,,,Data suppressed
18K285,2023-24,49.0,10.23,10.2% of students suspended
18K366,2023-24,31.0,12.65,12.7% of students suspended
18K563,2023-24,22.0,8.3,8.3% of students suspended
18K566,2023-24,11.0,5.37,5.4% of students suspended
18K567,2023-24,39.0,20.1,20.1% of students suspended
18K569,2023-24,40.0,27.4,27.4% of students suspended
18K576,2023-24,16.0,6.5,6.5% of students suspended
18K581,2023-24,25.0,13.3,13.3% of students suspended
18K588,2023-24,21.0,13.55,13.6% of students suspended
18K617,2023-24,61.0,17.53,17.5% of students suspended
18K629,2023-24,70.0,25.74,25.7% of students suspended
18K633,2023-24,41.0,11.58,11.6% of students suspended
18K635,2023-24,20.0,10.87,10.9% of students suspended
18K637,2023-24,33.0,7.6,7.6% of students suspended
18K642,2023-24,6.0,4.72,4.7% of students suspended
18K673,2023-24,33.0,18.86,18.9% of students suspended
18K763,2023-24,8.0,2.11,2.1% of students suspended
18K961,2023-24,6.0,2.54,2.5% of students suspended
19K007,2023-24,18.0,2.9,2.9% of students suspended
19K013,2023-24,11.0,3.29,3.3% of students suspended
19K065,2023-24,14.0,2.67,2.7% of students suspended
19K089,2023-24,52.0,10.99,11.0% of students suspended
19K149,2023-24,6.0,1.18,1.2% of students suspended
19K158,2023-24,,,Data suppressed
19K159,2023-24,9.0,1.46,1.5% of students suspended
19K171,2023-24,40.0,14.29,14.3% of students suspended
19K213,2023-24,,,Data suppressed
19K214,2023-24,10.0,1.34,1.3% of students suspended
19K218,2023-24,51.0,17.17,17.2% of students suspended
19K224,2023-24,,,Data suppressed
19K273,2023-24,,,Data suppressed
19K290,2023-24,7.0,1.91,1.9% of students suspended
19K292,2023-24,28.0,9.18,9.2% of students suspended
19K306,2023-24,,,Data suppressed
19K328,2023-24,,,Data suppressed
19K364,2023-24,15.0,,Data suppressed
19K404,2023-24,71.0,15.71,15.7% of students suspended
19K409,2023-24,36.0,5.71,5.7% of students suspended
19K422,2023-24,67.0,18.01,18.0% of students suspended
19K452,2023-24,57.0,28.5,28.5% of students suspended
19K502,2023-24,65.0,28.14,28.1% of students suspended
19K504,2023-24,10.0,,Data suppressed
19K507,2023-24,7.0,1.93,1.9% of students suspended
19K510,2023-24,45.0,31.91,31.9% of students suspended
19K583,2023-24,9.0,2.69,2.7% of students suspended
19K615,2023-24,67.0,8.0,8.0% of students suspended
19K618,2023-24,45.0,11.28,11.3% of students suspended
19K639,2023-24,75.0,17.9,17.9% of students suspended
19K654,2023-24,52.0,29.89,29.9% of students suspended
19K659,2023-24,43.0,10.62,10.6% of students suspended
19K660,2023-24,76.0,16.59,16.6% of students suspended
19K661,2023-24,12.0,2.64,2.6% of students suspended
19K662,2023-24,6.0,1.38,1.4% of students suspended
19K663,2023-24,,,Data suppressed
19K677,2023-24,,,Data suppressed
19K678,2023-24,29.0,12.45,12.4% of students suspended
19K683,2023-24,22.0,6.85,6.8% of students suspended
19K760,2023-24,,,Data suppressed
19K764,2023-24,16.0,4.24,4.2% of students suspended
19K907,2023-24,26.0,13.83,13.8% of students suspended
19K935,2023-24,,,Data suppressed
19K953,2023-24,16.0,9.04,9.0% of students suspended
20K030,2023-24,54.0,6.08,6.1% of students suspended
20K048,2023-24,,,Data suppressed
20K062,2023-24,58.0,6.67,6.7% of students suspended
20K069,2023-24,22.0,3.94,3.9% of students suspended
20K102,2023-24,,,Data suppressed
20K104,2023-24,58.0,5.25,5.2% of students suspended
20K105,2023-24,23.0,2.02,2.0% of students suspended
20K112,2023-24,12.0,1.6,1.6% of students suspended
20K127,2023-24,,,Data suppressed
20K160,2023-24,,,Data suppressed
20K163,2023-24,13.0,2.07,2.1% of students suspended
20K164,2023-24,,,Data suppressed
20K170,2023-24,9.0,1.07,1.1% of students suspended
20K179,2023-24,12.0,1.77,1.8% of students suspended
20K180,2023-24,151.0,17.28,17.3% of students suspended
20K185,2023-24,6.0,1.03,1.0% of students suspended
20K186,2023-24,47.0,4.73,4.7% of students suspended
20K187,2023-24,45.0,4.86,4.9% of students suspended
20K192,2023-24,21.0,3.63,3.6% of students suspended
20K200,2023-24,17.0,1.38,1.4% of students suspended
20K201,2023-24,63.0,3.95,4.0% of students suspended
20K204,2023-24,6.0,0.59,0.6% of students suspended
20K205,2023-24,14.0,1.27,1.3% of students suspended
20K220,2023-24,173.0,13.85,13.8% of students suspended
20K223,2023-24,63.0,9.52,9.5% of students suspended
20K227,2023-24,123.0,9.03,9.0% of students suspended
20K229,2023-24,9.0,0.8,0.8% of students suspended
20K247,2023-24,,,Data suppressed
20K259,2023-24,213.0,12.31,12.3% of students suspended
20K445,2023-24,35.0,1.12,1.1% of students suspended
20K485,2023-24,26.0,2.08,2.1% of students suspended
20K490,2023-24,89.0,2.22,2.2% of students suspended
20K503,2023-24,9.0,1.54,1.5% of students suspended
20K505,2023-24,163.0,4.75,4.8% of students suspended
20K506,2023-24,13.0,3.43,3.4% of students suspended
20K609,2023-24,36.0,6.98,7.0% of students suspended
20K682,2023-24,6.0,1.63,1.6% of students suspended
20K686,2023-24,,,Data suppressed
20K748,2023-24,6.0,1.43,1.4% of students suspended
20K936,2023-24,13.0,2.84,2.8% of students suspended
20K939,2023-24,,,Data suppressed
21K090,2023-24,17.0,3.6,3.6% of students suspended
21K095,2023-24,42.0,4.49,4.5% of students suspended
21K096,2023-24,115.0,13.17,13.2% of students suspended
21K097,2023-24,8.0,0.89,0.9% of students suspended
21K098,2023-24,196.0,13.71,13.7% of students suspended
21K099,2023-24,50.0,5.95,6.0% of students suspended
21K100,2023-24,,,Data suppressed
21K101,2023-24,18.0,1.61,1.6% of students suspended
21K121,2023-24,8.0,2.63,2.6% of students suspended
21K128,2023-24,,,Data suppressed
21K153,2023-24,34.0,6.22,6.2% of students suspended
21K177,2023-24,,,Data suppressed
21K188,2023-24,27.0,11.25,11.2% of students suspended
21K199,2023-24,47.0,8.72,8.7% of students suspended
21K209,2023-24,,,Data suppressed
21K212,2023-24,21.0,3.61,3.6% of students suspended
21K215,2023-24,18.0,2.47,2.5% of students suspended
21K216,2023-24,7.0,0.94,0.9% of students suspended
21K225,2023-24,21.0,2.08,2.1% of students suspended
21K226,2023-24,94.0,10.48,10.5% of students suspended
21K228,2023-24,100.0,6.45,6.5% of students suspended
21K238,2023-24,37.0,6.72,6.7% of students suspended
21K239,2023-24,41.0,3.39,3.4% of students suspended
21K253,2023-24,16.0,1.74,1.7% of students suspended
21K281,2023-24,106.0,8.58,8.6% of students suspended
21K288,2023-24,31.0,6.6,6.6% of students suspended
21K303,2023-24,36.0,9.25,9.2% of students suspended
21K329,2023-24,6.0,1.79,1.8% of students suspended
21K337,2023-24,14.0,4.02,4.0% of students suspended
21K344,2023-24,54.0,9.11,9.1% of students suspended
21K348,2023-24,19.0,5.62,5.6% of students suspended
21K410,2023-24,66.0,3.06,3.1% of students suspended
21K468,2023-24,76.0,10.57,10.6% of students suspended
21K525,2023-24,98.0,2.73,2.7% of students suspended
21K540,2023-24,46.0,2.08,2.1% of students suspended
21K559,2023-24,14.0,6.31,6.3% of students suspended
21K572,2023-24,9.0,2.44,2.4% of students suspended
21K620,2023-24,70.0,10.77,10.8% of students suspended
21K690,2023-24,136.0,15.44,15.4% of students suspended
21K728,2023-24,38.0,18.18,18.2% of students suspended
22K014,2023-24,35.0,7.23,7.2% of students suspended
22K078,2023-24,83.0,14.04,14.0% of students suspended
22K109,2023-24,119.0,22.24,22.2% of students suspended
22K139,2023-24,17.0,2.39,2.4% of students suspended
22K193,2023-24,,,Data suppressed
22K194,2023-24,14.0,2.67,2.7% of students suspended
22K195,2023-24,10.0,2.65,2.6% of students suspended
22K197,2023-24,15.0,1.4,1.4% of students suspended
22K198,2023-24,11.0,3.64,3.6% of students suspended
22K203,2023-24,6.0,1.21,1.2% of students suspended
22K206,2023-24,96.0,6.23,6.2% of students suspended
22K207,2023-24,28.0,3.14,3.1% of students suspended
22K222,2023-24,6.0,0.89,0.9% of students suspended
22K234,2023-24,174.0,12.41,12.4% of students suspended
22K236,2023-24,,,Data suppressed
22K240,2023-24,77.0,19.35,19.4% of students suspended
22K251,2023-24,9.0,2.97,3.0% of students suspended
22K254,2023-24,,,Data suppressed
22K277,2023-24,,,Data suppressed
22K278,2023-24,60.0,6.4,6.4% of students suspended
22K312,2023-24,8.0,1.3,1.3% of students suspended
22K315,2023-24,,,Data suppressed
22K361,2023-24,,,Data suppressed
22K381,2023-24,28.0,10.0,10.0% of students suspended
22K405,2023-24,64.0,1.65,1.6% of students suspended
22K425,2023-24,214.0,5.66,5.7% of students suspended
22K535,2023-24,39.0,3.91,3.9% of students suspended
22K555,2023-24,9.0,1.46,1.5% of students suspended
22K611,2023-24,66.0,14.04,14.0% of students suspended
22K630,2023-24,11.0,5.91,5.9% of students suspended
22K889,2023-24,,,Data suppressed
22K890,2023-24,11.0,3.53,3.5% of students suspended
23K041,2023-24,10.0,6.85,6.8% of students suspended
23K150,2023-24,,,Data suppressed
23K155,2023-24,15.0,4.04,4.0% of students suspended
23K156,2023-24,10.0,2.19,2.2% of students suspended
23K165,2023-24,,,Data suppressed
23K178,2023-24,28.0,8.97,9.0% of students suspended
23K184,2023-24,62.0,14.03,14.0% of students suspended
23K298,2023-24,6.0,1.71,1.7% of students suspended
23K323,2023-24,,,Data suppressed
23K327,2023-24,,,Data suppressed
23K363,2023-24,,,Data suppressed
23K392,2023-24,,,Data suppressed
23K446,2023-24,,,Data suppressed
23K493,2023-24,92.0,19.09,19.1% of students suspended
23K514,2023-24,14.0,5.74,5.7% of students suspended
23K518,2023-24,,,Data suppressed
23K522,2023-24,7.0,6.03,6.0% of students suspended
23K643,2023-24,6.0,3.31,3.3% of students suspended
23K647,2023-24,16.0,8.47,8.5% of students suspended
23K664,2023-24,,,Data suppressed
23K668,2023-24,24.0,20.87,20.9% of students suspended
23K671,2023-24,26.0,21.31,21.3% of students suspended
23K697,2023-24,58.0,29.0,29.0% of students suspended
24Q005,2023-24,163.0,12.54,12.5% of students suspended
24Q007,2023-24,17.0,1.42,1.4% of students suspended
24Q012,2023-24,29.0,3.43,3.4% of students suspended
24Q014,2023-24,22.0,2.13,2.1% of students suspended
24Q016,2023-24,,,Data suppressed
24Q019,2023-24,14.0,0.87,0.9% of students suspended
24Q049,2023-24,17.0,1.39,1.4% of students suspended
24Q058,2023-24,10.0,1.28,1.3% of students suspended
24Q061,2023-24,361.0,16.41,16.4% of students suspended
24Q068,2023-24,,,Data suppressed
24Q073,2023-24,108.0,6.56,6.6% of students suspended
24Q077,2023-24,146.0,23.93,23.9% of students suspended
24Q087,2023-24,13.0,2.52,2.5% of students suspended
24Q088,2023-24,,,Data suppressed
24Q089,2023-24,,,Data suppressed
24Q093,2023-24,88.0,8.73,8.7% of students suspended
24Q102,2023-24,14.0,1.2,1.2% of students suspended
24Q110,2023-24,,,Data suppressed
24Q113,2023-24,10.0,1.26,1.3% of students suspended
24Q119,2023-24,28.0,2.33,2.3% of students suspended
24Q125,2023-24,258.0,17.11,17.1% of students suspended
24Q128,2023-24,71.0,11.23,11.2% of students suspended
24Q143,2023-24,8.0,0.54,0.5% of students suspended
24Q153,2023-24,,,Data suppressed
24Q199,2023-24,15.0,2.6,2.6% of students suspended
24Q229,2023-24,,,Data suppressed
24Q236,2023-24,16.0,6.04,6.0% of students suspended
24Q239,2023-24,15.0,3.66,3.7% of students suspended
24Q264,2023-24,34.0,4.13,4.1% of students suspended
24Q267,2023-24,19.0,4.65,4.7% of students suspended
24Q290,2023-24,,,Data suppressed
24Q293,2023-24,33.0,5.86,5.9% of students suspended
24Q296,2023-24,6.0,1.15,1.1% of students suspended
24Q299,2023-24,,,Data suppressed
24Q311,2023-24,91.0,12.31,12.3% of students suspended
24Q330,2023-24,12.0,2.39,2.4% of students suspended
24Q419,2023-24,19.0,4.76,4.8% of students suspended
24Q455,2023-24,38.0,1.97,2.0% of students suspended
24Q485,2023-24,107.0,6.95,7.0% of students suspended
24Q530,2023-24,6.0,1.15,1.1% of students suspended
24Q550,2023-24,23.0,3.14,3.1% of students suspended
24Q560,2023-24,38.0,6.08,6.1% of students suspended
24Q585,2023-24,65.0,6.4,6.4% of students suspended
24Q600,2023-24,62.0,4.8,4.8% of students suspended
24Q610,2023-24,51.0,2.57,2.6% of students suspended
24Q744,2023-24,,,Data suppressed
25Q020,2023-24,30.0,2.89,2.9% of students suspended
25Q021,2023-24,59.0,5.42,5.4% of students suspended
25Q022,2023-24,,,Data suppressed
25Q024,2023-24,,,Data suppressed
