DBN,school_year,school_type,safety_climate_rating,safety_climate_rating_label,safety_pct_positive,safety_pct_positive_label
12X196,2020-21,EMS,,Rating not available,,Data not available
12X211,2020-21,EMS,,Rating not available,,Data not available
12X214,2020-21,EMS,,Rating not available,,Data not available
12X217,2020-21,EMS,,Rating not available,,Data not available
12X242,2020-21,EMS,,Rating not available,,Data not available
12X267,2020-21,EMS,,Rating not available,,Data not available
12X271,2020-21,EMS,,Rating not available,,Data not available
12X273,2020-21,EMS,,Rating not available,,Data not available
12X286,2020-21,EMS,,Rating not available,,Data not available
12X300,2020-21,EMS,,Rating not available,,Data not available
12X314,2020-21,EMS,,Rating not available,,Data not available
12X316,2020-21,EMS,,Rating not available,,Data not available
12X318,2020-21,EMS,,Rating not available,,Data not available
12X341,2020-21,EMS,,Rating not available,,Data not available
12X383,2020-21,EMS,,Rating not available,,Data not available
12X458,2020-21,EMS,,Rating not available,,Data not available
12X463,2020-21,EMS,,Rating not available,,Data not available
12X531,2020-21,EMS,,Rating not available,,Data not available
12X536,2020-21,EMS,,Rating not available,,Data not available
12X595,2020-21,EMS,,Rating not available,,Data not available
12X691,2020-21,EMS,,Rating not available,,Data not available
13K003,2020-21,EMS,,Rating not available,,Data not available
13K008,2020-21,EMS,,Rating not available,,Data not available
13K009,2020-21,EMS,,Rating not available,,Data not available
13K011,2020-21,EMS,,Rating not available,,Data not available
13K020,2020-21,EMS,,Rating not available,,Data not available
13K044,2020-21,EMS,,Rating not available,,Data not available
13K046,2020-21,EMS,,Rating not available,,Data not available
13K054,2020-21,EMS,,Rating not available,,Data not available
13K056,2020-21,EMS,,Rating not available,,Data not available
13K067,2020-21,EMS,,Rating not available,,Data not available
13K093,2020-21,EMS,,Rating not available,,Data not available
13K113,2020-21,EMS,,Rating not available,,Data not available
13K133,2020-21,EMS,,Rating not available,,Data not available
13K256,2020-21,EMS,,Rating not available,,Data not available
13K265,2020-21,EMS,,Rating not available,,Data not available
13K266,2020-21,EMS,,Rating not available,,Data not available
13K270,2020-21,EMS,,Rating not available,,Data not available
13K282,2020-21,EMS,,Rating not available,,Data not available
13K287,2020-21,EMS,,Rating not available,,Data not available
13K301,2020-21,EMS,,Rating not available,,Data not available
13K307,2020-21,EMS,,Rating not available,,Data not available
13K313,2020-21,EMS,,Rating not available,,Data not available
13K351,2020-21,EMS,,Rating not available,,Data not available
13K492,2020-21,EMS,,Rating not available,,Data not available
13K527,2020-21,EMS,,Rating not available,,Data not available
13K691,2020-21,EMS,,Rating not available,,Data not available
13K915,2020-21,EMS,,Rating not available,,Data not available
14K016,2020-21,EMS,,Rating not available,,Data not available
14K017,2020-21,EMS,,Rating not available,,Data not available
14K018,2020-21,EMS,,Rating not available,,Data not available
14K023,2020-21,EMS,,Rating not available,,Data not available
14K031,2020-21,EMS,,Rating not available,,Data not available
14K034,2020-21,EMS,,Rating not available,,Data not available
14K050,2020-21,EMS,,Rating not available,,Data not available
14K059,2020-21,EMS,,Rating not available,,Data not available
14K071,2020-21,EMS,,Rating not available,,Data not available
14K084,2020-21,EMS,,Rating not available,,Data not available
14K110,2020-21,EMS,,Rating not available,,Data not available
14K120,2020-21,EMS,,Rating not available,,Data not available
14K126,2020-21,EMS,,Rating not available,,Data not available
14K132,2020-21,EMS,,Rating not available,,Data not available
14K147,2020-21,EMS,,Rating not available,,Data not available
14K157,2020-21,EMS,,Rating not available,,Data not available
14K196,2020-21,EMS,,Rating not available,,Data not available
14K250,2020-21,EMS,,Rating not available,,Data not available
14K257,2020-21,EMS,,Rating not available,,Data not available
14K297,2020-21,EMS,,Rating not available,,Data not available
14K318,2020-21,EMS,,Rating not available,,Data not available
14K380,2020-21,EMS,,Rating not available,,Data not available
14K414,2020-21,EMS,,Rating not available,,Data not available
14K577,2020-21,EMS,,Rating not available,,Data not available
14K582,2020-21,EMS,,Rating not available,,Data not available
14K586,2020-21,EMS,,Rating not available,,Data not available
14K614,2020-21,EMS,,Rating not available,,Data not available
15K001,2020-21,EMS,,Rating not available,,Data not available
15K010,2020-21,EMS,,Rating not available,,Data not available
15K015,2020-21,EMS,,Rating not available,,Data not available
15K024,2020-21,EMS,,Rating not available,,Data not available
15K029,2020-21,EMS,,Rating not available,,Data not available
15K032,2020-21,EMS,,Rating not available,,Data not available
15K038,2020-21,EMS,,Rating not available,,Data not available
15K039,2020-21,EMS,,Rating not available,,Data not available
15K051,2020-21,EMS,,Rating not available,,Data not available
15K058,2020-21,EMS,,Rating not available,,Data not available
15K088,2020-21,EMS,,Rating not available,,Data not available
15K094,2020-21,EMS,,Rating not available,,Data not available
15K107,2020-21,EMS,,Rating not available,,Data not available
15K118,2020-21,EMS,,Rating not available,,Data not available
15K124,2020-21,EMS,,Rating not available,,Data not available
15K130,2020-21,EMS,,Rating not available,,Data not available
15K131,2020-21,EMS,,Rating not available,,Data not available
15K136,2020-21,EMS,,Rating not available,,Data not available
15K146,2020-21,EMS,,Rating not available,,Data not available
15K154,2020-21,EMS,,Rating not available,,Data not available
15K169,2020-21,EMS,,Rating not available,,Data not available
15K172,2020-21,EMS,,Rating not available,,Data not available
15K230,2020-21,EMS,,Rating not available,,Data not available
15K261,2020-21,EMS,,Rating not available,,Data not available
15K295,2020-21,EMS,,Rating not available,,Data not available
15K321,2020-21,EMS,,Rating not available,,Data not available
15K418,2020-21,EMS,,Rating not available,,Data not available
15K442,2020-21,EMS,,Rating not available,,Data not available
15K443,2020-21,EMS,,Rating not available,,Data not available
15K447,2020-21,EMS,,Rating not available,,Data not available
15K448,2020-21,EMS,,Rating not available,,Data not available
15K464,2020-21,EMS,,Rating not available,,Data not available
15K497,2020-21,EMS,,Rating not available,,Data not available
15K516,2020-21,EMS,,Rating not available,,Data not available
15K676,2020-21,EMS,,Rating not available,,Data not available
15K821,2020-21,EMS,,Rating not available,,Data not available
15K839,2020-21,EMS,,Rating not available,,Data not available
16K005,2020-21,EMS,,Rating not available,,Data not available
16K021,2020-21,EMS,,Rating not available,,Data not available
16K025,2020-21,EMS,,Rating not available,,Data not available
16K026,2020-21,EMS,,Rating not available,,Data not available
16K035,2020-21,EMS,,Rating not available,,Data not available
16K040,2020-21,EMS,,Rating not available,,Data not available
16K057,2020-21,EMS,,Rating not available,,Data not available
16K081,2020-21,EMS,,Rating not available,,Data not available
16K243,2020-21,EMS,,Rating not available,,Data not available
16K262,2020-21,EMS,,Rating not available,,Data not available
16K267,2020-21,EMS,,Rating not available,,Data not available
16K308,2020-21,EMS,,Rating not available,,Data not available
16K309,2020-21,EMS,,Rating not available,,Data not available
16K335,2020-21,EMS,,Rating not available,,Data not available
16K627,2020-21,EMS,,Rating not available,,Data not available
16K628,2020-21,EMS,,Rating not available,,Data not available
16K681,2020-21,EMS,,Rating not available,,Data not available
16K898,2020-21,EMS,,Rating not available,,Data not available
17K002,2020-21,EMS,,Rating not available,,Data not available
17K006,2020-21,EMS,,Rating not available,,Data not available
17K012,2020-21,EMS,,Rating not available,,Data not available
17K061,2020-21,EMS,,Rating not available,,Data not available
17K091,2020-21,EMS,,Rating not available,,Data not available
17K092,2020-21,EMS,,Rating not available,,Data not available
17K138,2020-21,EMS,,Rating not available,,Data not available
17K161,2020-21,EMS,,Rating not available,,Data not available
17K181,2020-21,EMS,,Rating not available,,Data not available
17K189,2020-21,EMS,,Rating not available,,Data not available
17K191,2020-21,EMS,,Rating not available,,Data not available
17K221,2020-21,EMS,,Rating not available,,Data not available
17K241,2020-21,EMS,,Rating not available,,Data not available
17K246,2020-21,EMS,,Rating not available,,Data not available
17K249,2020-21,EMS,,Rating not available,,Data not available
17K289,2020-21,EMS,,Rating not available,,Data not available
17K316,2020-21,EMS,,Rating not available,,Data not available
17K340,2020-21,EMS,,Rating not available,,Data not available
17K352,2020-21,EMS,,Rating not available,,Data not available
17K353,2020-21,EMS,,Rating not available,,Data not available
17K354,2020-21,EMS,,Rating not available,,Data not available
17K375,2020-21,EMS,,Rating not available,,Data not available
17K382,2020-21,EMS,,Rating not available,,Data not available
17K394,2020-21,EMS,,Rating not available,,Data not available
17K397,2020-21,EMS,,Rating not available,,Data not available
17K398,2020-21,EMS,,Rating not available,,Data not available
17K399,2020-21,EMS,,Rating not available,,Data not available
17K484,2020-21,EMS,,Rating not available,,Data not available
17K532,2020-21,EMS,,Rating not available,,Data not available
17K543,2020-21,EMS,,Rating not available,,Data not available
17K590,2020-21,EMS,,Rating not available,,Data not available
17K705,2020-21,EMS,,Rating not available,,Data not available
17K722,2020-21,EMS,,Rating not available,,Data not available
17K770,2020-21,EMS,,Rating not available,,Data not available
18K066,2020-21,EMS,,Rating not available,,Data not available
18K068,2020-21,EMS,,Rating not available,,Data not available
18K114,2020-21,EMS,,Rating not available,,Data not available
18K115,2020-21,EMS,,Rating not available,,Data not available
18K135,2020-21,EMS,,Rating not available,,Data not available
18K208,2020-21,EMS,,Rating not available,,Data not available
18K211,2020-21,EMS,,Rating not available,,Data not available
18K219,2020-21,EMS,,Rating not available,,Data not available
18K233,2020-21,EMS,,Rating not available,,Data not available
18K235,2020-21,EMS,,Rating not available,,Data not available
18K244,2020-21,EMS,,Rating not available,,Data not available
18K268,2020-21,EMS,,Rating not available,,Data not available
18K272,2020-21,EMS,,Rating not available,,Data not available
18K276,2020-21,EMS,,Rating not available,,Data not available
18K279,2020-21,EMS,,Rating not available,,Data not available
18K285,2020-21,EMS,,Rating not available,,Data not available
18K366,2020-21,EMS,,Rating not available,,Data not available
18K581,2020-21,EMS,,Rating not available,,Data not available
18K588,2020-21,EMS,,Rating not available,,Data not available
18K763,2020-21,EMS,,Rating not available,,Data not available
19K007,2020-21,EMS,,Rating not available,,Data not available
19K013,2020-21,EMS,,Rating not available,,Data not available
19K065,2020-21,EMS,,Rating not available,,Data not available
19K089,2020-21,EMS,,Rating not available,,Data not available
19K108,2020-21,EMS,,Rating not available,,Data not available
19K149,2020-21,EMS,,Rating not available,,Data not available
19K158,2020-21,EMS,,Rating not available,,Data not available
19K159,2020-21,EMS,,Rating not available,,Data not available
19K171,2020-21,EMS,,Rating not available,,Data not available
19K190,2020-21,EMS,,Rating not available,,Data not available
19K202,2020-21,EMS,,Rating not available,,Data not available
19K213,2020-21,EMS,,Rating not available,,Data not available
19K214,2020-21,EMS,,Rating not available,,Data not available
19K218,2020-21,EMS,,Rating not available,,Data not available
19K224,2020-21,EMS,,Rating not available,,Data not available
19K273,2020-21,EMS,,Rating not available,,Data not available
19K290,2020-21,EMS,,Rating not available,,Data not available
19K292,2020-21,EMS,,Rating not available,,Data not available
19K306,2020-21,EMS,,Rating not available,,Data not available
19K325,2020-21,EMS,,Rating not available,,Data not available
19K328,2020-21,EMS,,Rating not available,,Data not available
19K345,2020-21,EMS,,Rating not available,,Data not available
