DBN,school_year,arts_ed_score,arts_ed_score_label,arts_ed_disciplines
04M155,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
04M171,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
04M182,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
04M206,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M224,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M372,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M375,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
04M377,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M435,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M495,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M497,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
04M505,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M555,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M680,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M825,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M964,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M030,2024-25,1,1 of 4 discipline,Visual Arts
05M036,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
05M046,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
05M092,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M123,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M125,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M129,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M133,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M148,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M154,2024-25,2,2 of 4 disciplines,"Dance, Music"
05M157,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M161,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M175,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M194,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M197,2024-25,3,3 of 4 disciplines,"Dance, Music, Theater"
05M200,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M285,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M286,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M304,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M318,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M362,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M369,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M371,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M499,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M514,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M517,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M670,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M692,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M004,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
06M005,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M008,2024-25,1,1 of 4 discipline,Visual Arts
06M018,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M028,2024-25,1,1 of 4 discipline,Visual Arts
06M048,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M052,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M098,2024-25,2,2 of 4 disciplines,"Dance, Visual Arts"
06M103,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M115,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
06M128,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
06M132,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M143,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M152,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
06M153,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M173,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
06M178,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M187,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
06M189,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M192,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M209,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M210,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M211,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M223,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M278,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M293,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M311,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M314,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M319,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M322,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M324,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M328,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M346,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M348,2024-25,2,2 of 4 disciplines,"Dance, Music"
06M366,2024-25,2,2 of 4 disciplines,"Dance, Visual Arts"
06M368,2024-25,2,2 of 4 disciplines,"Dance, Music"
06M423,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M462,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M463,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M467,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M468,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M513,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
06M528,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M540,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M552,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X001,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X005,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X018,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X025,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
07X029,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X030,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X031,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
07X043,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X049,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X065,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X154,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
07X157,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
07X161,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X179,2024-25,1,1 of 4 discipline,Theater
07X221,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X223,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X224,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X259,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X277,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
07X296,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X298,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X334,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X343,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X359,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
07X369,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X379,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X381,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X427,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X473,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X495,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X500,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X522,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X527,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X548,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X551,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X557,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X584,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X600,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X625,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X642,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X670,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X014,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
08X036,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X048,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X062,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
08X069,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X071,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X072,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X075,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X093,2024-25,0,0 of 4 disciplines,
08X100,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
08X101,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X107,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
08X119,2024-25,1,1 of 4 discipline,Music
08X123,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X130,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X131,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X138,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X140,2024-25,1,1 of 4 discipline,Music
08X146,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
08X152,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X182,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X269,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X282,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X293,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X301,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X302,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X304,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X312,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X320,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X333,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X337,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X348,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X349,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X367,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X371,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X375,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X376,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X377,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X392,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X405,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X424,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X432,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X448,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X452,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X467,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X530,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X537,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X558,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X561,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X562,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X583,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
08X636,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X004,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
09X011,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
09X022,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X028,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
09X035,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X042,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
09X053,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X055,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X058,2024-25,1,1 of 4 discipline,Visual Arts
09X063,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
09X070,2024-25,1,1 of 4 discipline,Visual Arts
09X073,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
09X088,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X109,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
09X110,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
09X114,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X117,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X126,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
09X128,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X132,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
09X163,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
09X170,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X199,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X204,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X215,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X218,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X219,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X227,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X229,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X231,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X232,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X236,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X241,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X250,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X252,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X260,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X263,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X274,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
09X294,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X297,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X303,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X311,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X313,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X323,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X324,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X327,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X329,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X339,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X350,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X361,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X365,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X403,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X412,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X413,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X443,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X449,2024-25,2,2 of 4 disciplines,"Dance, Music"
09X454,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X457,2024-25,2,2 of 4 disciplines,"Dance, Visual Arts"
09X505,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X517,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X525,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X543,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X555,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
09X564,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X568,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X593,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X594,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X003,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X007,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X008,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X009,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X015,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X020,2024-25,1,1 of 4 discipline,Visual Arts
10X023,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
10X024,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X032,2024-25,1,1 of 4 discipline,Music
10X033,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X037,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X045,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X046,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
10X051,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
10X054,2024-25,1,1 of 4 discipline,Visual Arts
10X056,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X059,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
10X077,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X080,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X081,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X085,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
10X086,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
10X091,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X094,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X095,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X118,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X141,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X159,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X205,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X206,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X207,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X209,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X213,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X225,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X226,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X228,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X237,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X243,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X244,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X246,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X254,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X264,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X268,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X279,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X280,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X284,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X291,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X306,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X308,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X310,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X315,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X319,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X331,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X340,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
10X342,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X344,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
10X351,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X353,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X360,2024-25,1,1 of 4 discipline,Visual Arts
10X363,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X368,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X374,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X386,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
10X390,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X391,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X396,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X397,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X433,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X434,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X437,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X439,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X440,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X442,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X445,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X447,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X477,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X524,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X546,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X549,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X565,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X696,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
11X016,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
11X019,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
11X021,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
11X041,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
11X068,2024-25,1,1 of 4 discipline,Visual Arts
11X076,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
11X078,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
11X083,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
11X087,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
11X089,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
11X096,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
11X097,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
11X103,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
11X105,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
11X106,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
11X108,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
