DBN,school_year,arts_ed_score,arts_ed_score_label,arts_ed_disciplines
19K213,2024-25,2,2 of 4 disciplines,"Dance, Music"
19K214,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K218,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K224,2024-25,1,1 of 4 discipline,Visual Arts
19K273,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K290,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K292,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K306,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
19K325,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K328,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K345,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K346,2024-25,1,1 of 4 discipline,Music
19K404,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K409,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K422,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K452,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K502,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K507,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K510,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K557,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
19K583,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K615,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K618,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K639,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K654,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K659,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K660,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K661,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K662,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K663,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K677,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
19K678,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K683,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K760,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K764,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K907,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K935,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
19K938,2024-25,1,1 of 4 discipline,Music
19K953,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K030,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K048,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K062,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K069,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K102,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K104,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K105,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K112,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K127,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K160,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K163,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K164,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K170,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K176,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K179,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K180,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
20K185,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K186,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K187,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K192,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K200,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K201,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K204,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
20K205,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K220,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K223,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K227,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K229,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K247,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K259,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K264,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K310,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K445,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K485,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K490,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K503,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K505,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K506,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K609,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K682,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K686,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K748,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K936,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K939,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
20K971,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K090,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
21K095,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K096,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K097,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
21K098,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K099,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K100,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K101,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K121,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K128,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K153,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
21K177,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K188,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
21K199,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
21K209,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K212,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K215,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K216,2024-25,3,3 of 4 disciplines,"Dance, Theater, Visual Arts"
21K225,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K226,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K228,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K238,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K239,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K253,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K281,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K288,2024-25,2,2 of 4 disciplines,"Dance, Music"
21K303,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K329,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K344,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K348,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K468,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K525,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K540,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K559,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K572,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K620,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K690,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
21K728,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K014,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K052,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K078,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K109,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K119,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K134,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K139,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K152,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K193,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K194,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K195,2024-25,1,1 of 4 discipline,Visual Arts
22K197,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K198,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
22K203,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K206,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K207,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K217,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K222,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K234,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K236,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K240,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K245,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K251,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K254,2024-25,1,1 of 4 discipline,Visual Arts
22K255,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K277,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K278,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K312,2024-25,1,1 of 4 discipline,Dance
22K315,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
22K326,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K361,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K381,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K405,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K425,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K535,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K555,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K611,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K630,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
22K889,2024-25,2,2 of 4 disciplines,"Theater, Visual Arts"
22K890,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K041,2024-25,2,2 of 4 disciplines,"Dance, Music"
23K137,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
23K150,2024-25,1,1 of 4 discipline,Dance
23K155,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
23K156,2024-25,2,2 of 4 disciplines,"Dance, Visual Arts"
23K165,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K178,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
23K184,2024-25,2,2 of 4 disciplines,"Dance, Music"
23K284,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
23K298,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K323,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K327,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K363,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K392,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K401,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
23K446,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K493,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K514,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K518,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K522,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K599,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
23K643,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K644,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K647,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K664,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K668,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K671,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
23K697,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q005,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q007,2024-25,2,2 of 4 disciplines,"Dance, Visual Arts"
24Q012,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q013,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
24Q014,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q016,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q019,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
24Q028,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
24Q049,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q058,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q061,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q068,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q071,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q073,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q077,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q081,2024-25,2,2 of 4 disciplines,"Dance, Music"
24Q087,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q088,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q089,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q091,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q093,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q102,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
24Q110,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q113,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q119,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q125,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q128,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q143,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q153,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q199,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q211,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q229,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q236,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q239,2024-25,1,1 of 4 discipline,Music
24Q264,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q267,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q290,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
24Q293,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q296,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q299,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q305,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q307,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
24Q311,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q330,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q343,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q419,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q455,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q485,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q520,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q530,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q550,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q560,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q585,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q600,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q610,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
24Q744,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q020,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
25Q021,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
25Q022,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q024,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q025,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q029,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q032,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q079,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
25Q107,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
25Q120,2024-25,1,1 of 4 discipline,Visual Arts
25Q129,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
25Q130,2024-25,1,1 of 4 discipline,Visual Arts
25Q154,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q163,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q164,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q165,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q169,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q184,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q185,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q189,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q193,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q194,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q200,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q201,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q209,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
25Q214,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q219,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q237,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q240,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q241,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q242,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q244,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
25Q250,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q252,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q263,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q281,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q285,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q294,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q379,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q425,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q460,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q499,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q525,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q540,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q670,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
25Q792,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q018,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q026,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q031,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q041,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
26Q046,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q067,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q074,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q094,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
26Q098,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
26Q115,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q133,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q158,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q159,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q162,2024-25,0,0 of 4 disciplines,
26Q172,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q173,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q178,2024-25,3,3 of 4 disciplines,"Dance, Theater, Visual Arts"
26Q186,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q188,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q191,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q203,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q205,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q213,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
26Q216,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q221,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q266,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q315,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q376,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q390,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q415,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q430,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q435,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q495,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
26Q566,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
27Q042,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
27Q043,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
27Q045,2024-25,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
27Q047,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
27Q051,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
27Q053,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
27Q056,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
27Q060,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
27Q062,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
27Q063,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
27Q064,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
27Q065,2024-25,2,2 of 4 disciplines,"Music, Visual Arts"
27Q066,2024-25,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
27Q090,2024-25,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
